dataset,distance,linkage,runtime,ARI,whs
EOGHorizontalSignal,msm,complete,231438.0,0.0924748192087425,0.2795535550181913
EOGHorizontalSignal,msm,single,225455.0,0.0007264261911732,0.3330530397086114
EOGHorizontalSignal,msm,ward,178161.0,0.216471149982006,0.3112374266731251
EOGHorizontalSignal,msm,weighted,226874.0,0.0879851114385016,0.3128695470518307
EOGHorizontalSignal,sbd,average,216086.0,0.1266847775430347,0.4192851635178747
EOGHorizontalSignal,sbd,complete,214262.0,0.1195618002593291,0.3922981205309553
EOGHorizontalSignal,sbd,single,215702.0,0.0011767920196469,0.3513757041145692
EOGHorizontalSignal,sbd,ward,167686.0,0.1534129937843578,0.4094646362697902
EOGHorizontalSignal,sbd,weighted,218098.0,0.1254046452642447,0.3999878328295298
EOGVerticalSignal,dtw,average,239903.0,0.0343921131335372,0.3866568239438244
EOGVerticalSignal,dtw,complete,242959.0,0.0609635035518546,0.3609800550499418
EOGVerticalSignal,dtw,single,240602.0,0.0009515175684435,0.2680789563652738
EOGVerticalSignal,dtw,ward,191108.0,0.1161711328244653,0.3719867399979134
EOGVerticalSignal,dtw,weighted,240528.0,0.0625677108037541,0.3670539997771236
EOGVerticalSignal,euclidean,average,167729.0,0.0398717800179748,0.4743312055262889
EOGVerticalSignal,euclidean,complete,170406.0,0.0545584931861234,0.4632301526410106
EOGVerticalSignal,euclidean,single,168722.0,0.0007858437552447,0.4424042419641064
EOGVerticalSignal,euclidean,ward,217847.0,0.0940353979529604,0.4787665331913465
EOGVerticalSignal,euclidean,weighted,169156.0,0.0228028272593659,0.4793587325098553
EOGVerticalSignal,kdtw,average,447649.0,0.0004555957265812,0.2858416072844967
EOGVerticalSignal,kdtw,complete,442054.0,0.0004555957265812,0.2678050698758927
EOGVerticalSignal,kdtw,single,444234.0,0.0004555957265812,0.2922796066193824
EOGVerticalSignal,kdtw,ward,447829.0,0.0009163721121453,0.1368008377658567
EOGVerticalSignal,kdtw,weighted,449178.0,0.0004555957265812,0.2854850257633148
EOGVerticalSignal,lorentzian,average,218375.0,0.0157011210349035,0.3617181227801706
EOGVerticalSignal,lorentzian,complete,220050.0,0.0643945366116038,0.3541874558397518
EOGVerticalSignal,lorentzian,single,217372.0,9.822690590559969e-05,0.3353536970981241
EOGVerticalSignal,lorentzian,ward,220764.0,0.0940692487996496,0.3463457924059719
EOGVerticalSignal,lorentzian,weighted,219745.0,0.0312216868911628,0.3551701537275341
EOGVerticalSignal,msm,average,233268.0,0.0025206124826863,0.325946087813076
EOGVerticalSignal,msm,complete,226485.0,0.0288025325003855,0.2849262460481164
EOGVerticalSignal,msm,single,228535.0,3.242844505152427e-05,0.409385007418084
EOGVerticalSignal,msm,ward,183453.0,0.0894294927973277,0.3053659457729501
EOGVerticalSignal,msm,weighted,229244.0,0.0032026929884062,0.3083344330036375
EOGVerticalSignal,sbd,average,213920.0,0.1013900577057801,0.4999189215367841
EOGVerticalSignal,sbd,complete,213007.0,0.0749748026596059,0.472248131797844
EOGVerticalSignal,sbd,single,216810.0,0.062878232216507,0.3770300781100432
EOGVerticalSignal,sbd,ward,172313.0,0.142541371595074,0.4619672507755637
EOGVerticalSignal,sbd,weighted,215690.0,0.0997249524867482,0.4961864105119334
Earthquakes,dtw,average,40816.0,-0.048945841131065,0.213796253459545
Earthquakes,dtw,complete,41043.0,-0.0669602134088074,0.2064709191341033
Earthquakes,dtw,single,40539.0,-0.003226635061834,0.1830566731382327
Earthquakes,dtw,ward,36752.0,0.0901789548041584,0.204047227177744
Earthquakes,dtw,weighted,41593.0,-0.074751727527554,0.2108286928900244
Earthquakes,euclidean,average,37562.0,-0.001584873625173,0.1826055193518233
Earthquakes,euclidean,complete,37517.0,0.0138676658616196,0.1978615627053699
Earthquakes,euclidean,single,37657.0,-0.003226635061834,0.2309072519151385
Earthquakes,euclidean,ward,40969.0,-0.0408113471297727,0.1923475341494604
Earthquakes,euclidean,weighted,37759.0,-0.0091190439756247,0.1836091758448055
Earthquakes,kdtw,average,54171.0,-0.003226635061834,0.295078875798306
Earthquakes,kdtw,complete,54431.0,-0.003226635061834,0.295078875798306
Earthquakes,kdtw,single,54652.0,-0.003226635061834,0.2947654636533929
Earthquakes,kdtw,ward,54635.0,0.0029229484483886,0.1280845777264319
Earthquakes,kdtw,weighted,54376.0,-0.003226635061834,0.295078875798306
Earthquakes,lorentzian,average,41029.0,-0.003226635061834,0.247451853664512
Earthquakes,lorentzian,complete,41138.0,-0.003226635061834,0.2469281716599661
Earthquakes,lorentzian,single,40767.0,-0.003226635061834,0.5926442416846139
Earthquakes,lorentzian,ward,41540.0,-0.0360834274906093,0.2386899217404905
Earthquakes,lorentzian,weighted,41183.0,-0.003226635061834,0.2986843501978172
Earthquakes,msm,average,42458.0,-0.003226635061834,0.2660826242102514
Earthquakes,msm,complete,42866.0,0.0798161969892461,0.2414032649466078
Earthquakes,msm,single,43102.0,-0.003226635061834,0.2506572621890299
Earthquakes,msm,ward,38211.0,-0.0396310230920419,0.2619358786530213
Earthquakes,msm,weighted,43058.0,0.0796533459974412,0.2456508767841717
Earthquakes,sbd,average,40383.0,0.049810548067398,0.2024099546808207
Earthquakes,sbd,complete,40119.0,0.0427636938924016,0.1905660891136597
Earthquakes,sbd,single,39940.0,-0.003226635061834,0.4032982382553499
Earthquakes,sbd,ward,36706.0,0.0065785263714687,0.1858538649682116
Earthquakes,sbd,weighted,40115.0,0.0297691066202457,0.1902170265275042
ElectricDevices,dtw,average,294611.0,-0.0015590181417189,0.1990569122337311
ElectricDevices,dtw,complete,291296.0,0.1170706637434834,0.203468766900947
ElectricDevices,dtw,single,286991.0,0.0005189316838151,0.1262002340650202
ElectricDevices,dtw,ward,249378.0,0.2435209174942518,0.2144038728215761
ElectricDevices,dtw,weighted,289628.0,-0.0181159220033514,0.1966711166518475
ElectricDevices,euclidean,average,289927.0,0.0566276174870708,0.4099511672220558
ElectricDevices,euclidean,complete,290748.0,0.0064775023771248,0.3747454044397605
ElectricDevices,euclidean,single,284547.0,-0.003997504961032,0.3472167307323238
ElectricDevices,euclidean,ward,320802.0,0.1777866211936358,0.3981708204307257
ElectricDevices,euclidean,weighted,291327.0,0.0538669515851076,0.3959478402905015
ElectricDevices,kdtw,average,421102.0,0.2211610844559836,0.2169782655437675
ElectricDevices,kdtw,complete,423823.0,0.0052852772745789,0.3304412142954057
ElectricDevices,kdtw,single,417461.0,-7.010948341179272e-05,0.2908910693995392
ElectricDevices,kdtw,ward,424243.0,0.0200638935228427,0.3273631990026551
ElectricDevices,kdtw,weighted,424830.0,0.232915269789529,0.251377509877173
ElectricDevices,lorentzian,average,319458.0,-0.0241504532822591,0.3830576790836313
ElectricDevices,lorentzian,complete,320028.0,0.0003652931132377,0.3461915923277808
ElectricDevices,lorentzian,single,315208.0,-0.0041130678649277,0.3752310355321416
ElectricDevices,lorentzian,ward,325717.0,0.1504548410420108,0.361157832595395
ElectricDevices,lorentzian,weighted,320056.0,0.0548736846659411,0.3678532649747986
ElectricDevices,msm,average,353640.0,0.0943624650509674,0.349951265948797
ElectricDevices,msm,complete,354164.0,0.084401287453175,0.3210120629738597
ElectricDevices,msm,single,349413.0,-0.0001395527001189,0.2346973359738755
ElectricDevices,msm,ward,313084.0,0.1814360532240405,0.3538823446350526
ElectricDevices,msm,weighted,355716.0,0.1581839361120807,0.3441495932238099
ElectricDevices,sbd,average,287593.0,0.0429662850699141,0.2821287407446328
ElectricDevices,sbd,complete,291830.0,-0.0040778036898457,0.2703024541941085
ElectricDevices,sbd,single,286758.0,-0.0001501806613725,0.3689612149238095
ElectricDevices,sbd,ward,247030.0,0.2154387444346185,0.2788390551297335
ElectricDevices,sbd,weighted,292019.0,0.0808086273303966,0.2761617484202826
EthanolLevel,dtw,average,514794.0,0.0003417926014508,0.3463908986955636
EthanolLevel,dtw,complete,514558.0,-0.0002389886819686,0.337734072036607
EthanolLevel,dtw,single,503921.0,5.876516198936438e-05,0.2931939891911949
EthanolLevel,dtw,ward,429961.0,0.0031697853077692,0.3620379911953636
EthanolLevel,dtw,weighted,512380.0,-2.162264083482425e-05,0.3571282097306399
EthanolLevel,euclidean,average,388770.0,2.5457502233834857e-05,0.3974117419331588
EthanolLevel,euclidean,complete,389481.0,-0.0001767700797487,0.3741256355835677
EthanolLevel,euclidean,single,390248.0,-1.5568884014777644e-05,0.2695585707132334
EthanolLevel,euclidean,ward,468253.0,0.0027127559802612,0.3833456711834122
EthanolLevel,euclidean,weighted,391695.0,0.0021885051660907,0.3765886467666433
EthanolLevel,kdtw,average,1087103.0,2.6422485157364467e-05,0.3904157756542036
EthanolLevel,kdtw,complete,1087728.0,-6.236484051144018e-05,0.3571389536954979
EthanolLevel,kdtw,single,1087899.0,2.7643621584588697e-05,0.2949122456170158
EthanolLevel,kdtw,ward,1087177.0,0.0012971437838213,0.3584194098485336
EthanolLevel,kdtw,weighted,1092858.0,-1.6921033027933313e-05,0.3814720958019723
EthanolLevel,lorentzian,average,467571.0,0.0001475154821046,0.4189462665369652
EthanolLevel,lorentzian,complete,463377.0,0.0001310595037351,0.3720864706354028
EthanolLevel,lorentzian,single,468415.0,2.5457502233834857e-05,0.2968067969210791
EthanolLevel,lorentzian,ward,472332.0,0.0034126260606577,0.3947250730010619
EthanolLevel,lorentzian,weighted,462140.0,0.0010875044677218,0.416672952125925
EthanolLevel,msm,average,506261.0,0.0008905022666318,0.4083018786636015
EthanolLevel,msm,complete,501999.0,0.0010664583665148,0.3843568056109333
EthanolLevel,msm,single,500451.0,-1.6921033027933313e-05,0.3223846129719446
EthanolLevel,msm,ward,420844.0,0.0022216771929188,0.4125759881818661
EthanolLevel,msm,weighted,496535.0,0.002262051104676,0.406467616469315
EthanolLevel,sbd,average,454275.0,2.5457502233834857e-05,0.3938445235991931
EthanolLevel,sbd,complete,460509.0,0.0002592756040178,0.3688427840079948
EthanolLevel,sbd,single,464997.0,2.5457502233834857e-05,0.2941560673285671
EthanolLevel,sbd,ward,388700.0,0.0034708802339298,0.3813258063700063
EthanolLevel,sbd,weighted,461887.0,0.0005795778990789,0.393011887173841
FaceAll,dtw,average,26870.0,0.0857285407062495,0.4577155708968206
FaceAll,dtw,complete,27020.0,0.23497768438738,0.3963949631462817
FaceAll,dtw,single,26699.0,0.0019220232513617,0.4914721889879844
FaceAll,dtw,ward,22082.0,0.4537310060425339,0.4399948033752031
FaceAll,dtw,weighted,27322.0,0.0918789256470582,0.4505771758146805
FaceAll,euclidean,average,27750.0,0.0606863402444173,0.5774586557323531
FaceAll,euclidean,complete,28326.0,0.1299631705584159,0.5000071760167925
FaceAll,euclidean,single,28524.0,0.004605581572623,0.5799721944947357
FaceAll,euclidean,ward,33402.0,0.3126873719715285,0.5363597239905966
FaceAll,euclidean,weighted,28458.0,0.1147074605235718,0.5586299871415168
FaceAll,kdtw,average,49644.0,0.1475757402552221,0.4777469322038916
FaceAll,kdtw,complete,49977.0,0.0037033457895996,0.4263016247202655
FaceAll,kdtw,single,49660.0,0.019784106351777,0.5466199535627243
FaceAll,kdtw,ward,49927.0,0.0067269905714457,0.4909266323355208
FaceAll,kdtw,weighted,50413.0,0.0474083718022021,0.50672747274326
FaceAll,lorentzian,average,33388.0,0.0432095988875892,0.4811551734492041
FaceAll,lorentzian,complete,33258.0,0.1247936335965894,0.4370811456988944
FaceAll,lorentzian,single,33494.0,0.0014141278074073,0.552713055925269
FaceAll,lorentzian,ward,33197.0,0.3445031023336499,0.4641419874607687
FaceAll,lorentzian,weighted,33039.0,0.1145055072136979,0.4649441418607932
FaceAll,msm,average,38941.0,0.1615806261625856,0.4723301256118845
FaceAll,msm,complete,39137.0,0.242348117697125,0.3936744741461682
FaceAll,msm,single,39115.0,0.0266268529362292,0.4593524895714175
FaceAll,msm,ward,33275.0,0.6205268069087392,0.4320898998865756
FaceAll,msm,weighted,39009.0,0.164624230458479,0.4514749473131415
FaceAll,sbd,average,26713.0,0.0482568759271528,0.5666126786658389
FaceAll,sbd,complete,26723.0,0.1773905984324849,0.4849817678270964
FaceAll,sbd,single,26613.0,0.0029971863577529,0.5609672958816161
FaceAll,sbd,ward,0.4157593574322607,0.3965501922314297,0.5315773133075753
FaceAll,sbd,weighted,26738.0,0.1590935153172938,0.5433816348165054
FaceFour,dtw,average,2536.0,0.1458244923127276,0.5604268128399005
FaceFour,dtw,complete,2528.0,0.1401545022745823,0.4682243087203173
FaceFour,dtw,single,2517.0,0.1365090245101481,0.6330350921901866
FaceFour,dtw,ward,2537.0,0.4532734370698117,0.5129194547811251
FaceFour,dtw,weighted,2512.0,0.1458244923127276,0.5210990437104327
FaceFour,euclidean,average,2774.0,0.200749475611985,0.630784175046564
FaceFour,euclidean,complete,2770.0,0.1682671120370185,0.537813618848424
FaceFour,euclidean,single,2783.0,-0.0060664891740115,0.6513416328750176
FaceFour,euclidean,ward,2893.0,0.3919830002868578,0.5555523623147263
FaceFour,euclidean,weighted,2820.0,0.2038654087364345,0.5549155195276197
FaceFour,kdtw,average,4010.0,0.3621523432481137,0.4095581944836194
FaceFour,kdtw,complete,3971.0,0.0239737422521727,0.3807583051454512
FaceFour,kdtw,single,3948.0,-0.0047830802556522,0.5705385799553148
FaceFour,kdtw,ward,4006.0,0.0308351582735167,0.5311921931392102
FaceFour,kdtw,weighted,3981.0,0.3353549743674642,0.403834552610394
FaceFour,lorentzian,average,2881.0,0.5067239502579065,0.6081555672625037
FaceFour,lorentzian,complete,2923.0,0.3092679131191551,0.4957368014092573
FaceFour,lorentzian,single,2877.0,0.0027594319145643,0.6036421417466928
FaceFour,lorentzian,ward,2912.0,0.494477262903852,0.5662050581631565
FaceFour,lorentzian,weighted,2907.0,0.2668803951381891,0.5533477287193098
FaceFour,msm,average,3226.0,0.6832699088939829,0.4963496646094806
FaceFour,msm,complete,3241.0,0.6832699088939829,0.4559762182716145
FaceFour,msm,single,3179.0,0.3430332922318125,0.510329625267469
FaceFour,msm,ward,3013.0,0.6832699088939829,0.493360771975876
FaceFour,msm,weighted,3229.0,0.6832699088939829,0.4759476373991463
FaceFour,sbd,average,2549.0,0.2288419289194539,0.5895915544052128
FaceFour,sbd,complete,2535.0,0.1267775200275487,0.4681843907078723
FaceFour,sbd,single,2538.0,-0.0071592645973246,0.6419341377870335
FaceFour,sbd,ward,2452.0,0.3112659494796078,0.5427554031365913
FaceFour,sbd,weighted,2539.0,0.1267775200275487,0.5529803071573043
FacesUCR,dtw,average,26817.0,0.1150591726391773,0.4226739937510149
FacesUCR,dtw,complete,27421.0,0.2604678590219306,0.3802473560960163
FacesUCR,dtw,single,27143.0,0.021807845541079,0.4456609616601977
FacesUCR,dtw,ward,21255.0,0.5497370186168238,0.3989180288423101
FacesUCR,dtw,weighted,26698.0,0.1778464876233312,0.4079540252266342
FacesUCR,euclidean,average,27727.0,0.065065420724345,0.5440774746319378
FacesUCR,euclidean,complete,27679.0,0.0989611868692823,0.4882476377629263
FacesUCR,euclidean,single,27642.0,0.0015198705018134,0.6127807404822622
FacesUCR,euclidean,ward,32270.0,0.3598743030675373,0.526614607622514
FacesUCR,euclidean,weighted,27720.0,0.1208835328893346,0.5296629211016592
FacesUCR,kdtw,average,50790.0,0.1768998485222581,0.5060268711229532
FacesUCR,kdtw,complete,50929.0,0.0400078833548172,0.4632407323876349
FacesUCR,kdtw,single,50403.0,0.0011789624640792,0.5577609954162323
FacesUCR,kdtw,ward,47063.0,-0.0014369446314962,0.5866996972284899
FacesUCR,kdtw,weighted,49559.0,0.3634903921635175,0.540698728936699
FacesUCR,lorentzian,average,32813.0,0.0541990615544592,0.5284134311277655
FacesUCR,lorentzian,complete,32227.0,0.1183555642422198,0.4823246934145943
FacesUCR,lorentzian,single,32239.0,0.0022175638447436,0.5651247517720388
FacesUCR,lorentzian,ward,32853.0,0.4285234879490109,0.5140649332230693
FacesUCR,lorentzian,weighted,32432.0,0.1340524392456508,0.5285756691739246
FacesUCR,msm,average,39401.0,0.1929506512005215,0.456455812765924
FacesUCR,msm,complete,39189.0,0.3258221345486547,0.4009110790204805
FacesUCR,msm,single,39336.0,0.011847673197666,0.5236374730117451
FacesUCR,msm,ward,32007.0,0.7291259806597946,0.4382815014936591
FacesUCR,msm,weighted,39262.0,0.2520695352595083,0.4502141061453244
FacesUCR,sbd,average,27260.0,0.0609254152217937,0.5388452641481659
FacesUCR,sbd,complete,26913.0,0.1343248561471131,0.450911249916504
FacesUCR,sbd,single,26790.0,0.001081208994789,0.5542268630153906
FacesUCR,sbd,ward,21090.0,0.411630240886274,0.4767652568503291
FacesUCR,sbd,weighted,26809.0,0.254531926680878,0.5233677094019998
FiftyWords,dtw,average,15160.0,0.3723703546233318,0.2806649888966675
FiftyWords,dtw,complete,15168.0,0.2755104564877784,0.2600289251573882
FiftyWords,dtw,single,15344.0,0.0567615042189379,0.282852154285758
FiftyWords,dtw,ward,13796.0,0.4211285375293764,0.2861978382189573
FiftyWords,dtw,weighted,14964.0,0.2714291737868936,0.2669241508099492
FiftyWords,euclidean,average,16017.0,0.3316751838784982,0.4298827567831746
FiftyWords,euclidean,complete,16170.0,0.197654575505539,0.382322199758417
FiftyWords,euclidean,single,16100.0,0.020292211484932,0.3761791039385017
FiftyWords,euclidean,ward,17250.0,0.2665728265193937,0.4145998657715377
FiftyWords,euclidean,weighted,16186.0,0.2968930620745074,0.4056677368415115
FiftyWords,kdtw,average,25839.0,0.2487140194270059,0.2961931591751604
FiftyWords,kdtw,complete,26390.0,-0.0136790475248425,0.3254414765356553
FiftyWords,kdtw,single,25898.0,0.0061162360126543,0.472291818019227
FiftyWords,kdtw,ward,25798.0,-0.0182901923345063,0.3707509492413771
FiftyWords,kdtw,weighted,26246.0,0.2316522131788593,0.3145840111374328
FiftyWords,lorentzian,average,17161.0,0.3547001512279445,0.4287197510693988
FiftyWords,lorentzian,complete,17600.0,0.2149585237085706,0.3658511107659162
FiftyWords,lorentzian,single,17395.0,0.0348077087954079,0.3448296022970096
FiftyWords,lorentzian,ward,17484.0,0.2966598649727969,0.4222024988437372
FiftyWords,lorentzian,weighted,16683.0,0.250584114177241,0.4143356189490842
FiftyWords,msm,average,19930.0,0.3437965279891304,0.3993097179275211
FiftyWords,msm,complete,19802.0,0.2663673141180282,0.3399637485233078
FiftyWords,msm,single,19830.0,0.0745434552277641,0.2908997903756969
FiftyWords,msm,ward,17936.0,0.4972694436331582,0.3589981834604058
FiftyWords,msm,weighted,20070.0,0.4404961952076633,0.3693109259901989
FiftyWords,sbd,average,14977.0,0.1024207255156888,0.4416175174446322
FiftyWords,sbd,complete,14912.0,0.157094578389934,0.37772531749349
FiftyWords,sbd,single,14904.0,0.0224137612532101,0.440470343977434
FiftyWords,sbd,ward,13328.0,0.3769186531039275,0.3910127496029891
FiftyWords,sbd,weighted,14808.0,0.1942052332162062,0.3948556293084777
Fish,dtw,average,15349.0,0.0006589214111567,0.3659139233102424
Fish,dtw,complete,15287.0,0.2136342821467321,0.3045093074101497
Fish,dtw,single,15503.0,0.0001541081768274,0.4560394166434018
Fish,dtw,ward,14795.0,0.3042027126556637,0.3453470066731527
Fish,dtw,weighted,15292.0,0.1250427173882231,0.3422727144977558
Fish,euclidean,average,14920.0,0.0445103778228346,0.4491030936946636
Fish,euclidean,complete,14546.0,0.0829007224554577,0.3990916167185644
Fish,euclidean,single,14866.0,0.0005967681189816,0.5055727947394941
Fish,euclidean,ward,16127.0,0.2107108700472236,0.4252164801988592
Fish,euclidean,weighted,14751.0,0.1714425174016204,0.3838394709333519
Fish,kdtw,average,25773.0,-4.336915164602503e-05,0.4787860047368276
Fish,kdtw,complete,25253.0,0.2139176135940487,0.3450512960678997
Fish,kdtw,single,25415.0,-4.157146660370275e-06,0.4390331592873927
Fish,kdtw,ward,25980.0,0.0917450941445171,0.3370644403109747
Fish,kdtw,weighted,25559.0,-4.290191003254957e-05,0.4142870585047491
Fish,lorentzian,average,15974.0,0.0686732007267594,0.3810294317168407
Fish,lorentzian,complete,15669.0,0.1438980038900834,0.3814301997629409
Fish,lorentzian,single,15928.0,0.0005967681189816,0.5334338188960129
Fish,lorentzian,ward,15886.0,0.2511759981062637,0.4071167049121232
Fish,lorentzian,weighted,16052.0,0.070853332975083,0.3858697428588562
Fish,msm,average,17236.0,0.0007334423063537,0.4378405458250557
Fish,msm,complete,17131.0,0.2050227130960897,0.3589031523176605
Fish,msm,single,17232.0,-4.157146660370275e-06,0.4051881017379938
Fish,msm,ward,16027.0,0.5043134954495714,0.3745317542940174
Fish,msm,weighted,16987.0,0.078045420460617,0.4137675988120088
Fish,sbd,average,15080.0,0.0445103778228346,0.4506254412451026
Fish,sbd,complete,14789.0,0.0905022503562513,0.4003077912839508
Fish,sbd,single,15216.0,0.0005967681189816,0.5049246727405752
Fish,sbd,ward,14209.0,0.183529662087422,0.4560379498860921
Fish,sbd,weighted,15052.0,0.0495494590112602,0.4053384233516768
FordA,dtw,average,437073.0,2.257896026363005e-05,0.1686333748246027
FordA,dtw,complete,437669.0,2.257896026363005e-05,0.1715547032903835
FordA,dtw,single,436591.0,2.257896026363005e-05,0.5361711557849905
FordA,dtw,ward,390931.0,0.0022374505703127,0.1800990374429829
FordA,dtw,weighted,439960.0,2.257896026363005e-05,0.1665037087835553
FordA,euclidean,average,389981.0,-0.0003046932331483,0.1658520975969064
FordA,euclidean,complete,391543.0,-0.0002782709972772,0.171407996025783
FordA,euclidean,single,391384.0,-2.1390593933965303e-05,0.4506235926427646
FordA,euclidean,ward,431650.0,0.0176481137320186,0.1772364102774165
FordA,euclidean,weighted,392125.0,0.0007475895117826,0.1658778813302272
FordA,kdtw,average,770115.0,2.257896026363005e-05,0.2833885870185655
FordA,kdtw,complete,768861.0,2.257896026363005e-05,0.2844290558983424
FordA,kdtw,single,766180.0,2.257896026363005e-05,0.2898652391628101
FordA,kdtw,ward,757881.0,4.548832483470796e-05,0.1123696285234031
FordA,kdtw,weighted,769403.0,2.257896026363005e-05,0.2838811541560911
FordA,lorentzian,average,432316.0,0.0020169711215369,0.1731654447393192
FordA,lorentzian,complete,431976.0,-0.0001647179458174,0.1715166090292746
FordA,lorentzian,single,434682.0,-2.1390593933965303e-05,0.4586211113354103
FordA,lorentzian,ward,434214.0,0.0014243856384084,0.174033269343294
FordA,lorentzian,weighted,432453.0,5.995984806455755e-05,0.1703673665775624
FordA,msm,average,455178.0,0.1130209990029178,0.16270531836462
FordA,msm,complete,451292.0,-0.0006236325873414,0.1673191457420688
FordA,msm,single,451575.0,-2.1390593933965303e-05,0.595521571026993
FordA,msm,ward,401316.0,0.0131677981391365,0.1627382133961858
FordA,msm,weighted,451064.0,4.28097895755729e-06,0.1642746764609595
FordA,sbd,average,414957.0,-0.0001990361012373,0.1754994751727268
FordA,sbd,complete,413908.0,0.0112692137271388,0.1582893318099911
FordA,sbd,single,414989.0,-2.1390593933965303e-05,0.5698430841549449
FordA,sbd,ward,371251.0,0.0087758425600121,0.1549339988707659
FordA,sbd,weighted,416635.0,0.0011464312265432,0.1591738770363501
FordB,dtw,average,393425.0,-1.367565745018907e-05,0.1718551310234961
FordB,dtw,complete,393811.0,-1.367565745018907e-05,0.1717575292504843
FordB,dtw,single,391804.0,-1.5120757239218234e-05,0.3958080307077367
FordB,dtw,ward,354117.0,0.1182261765028772,0.1744107385927607
FordB,dtw,weighted,392908.0,-0.000264315520313,0.1686447252902212
FordB,euclidean,average,351382.0,0.0008833301734077,0.1689988140265101
FordB,euclidean,complete,352234.0,-0.0002166400390258,0.1716277626186486
FordB,euclidean,single,351421.0,-1.5120757239218234e-05,0.3758822903642218
FordB,euclidean,ward,387544.0,0.0026882413403481,0.1758556543301385
FordB,euclidean,weighted,351001.0,0.0003165010940991,0.1675278135162774
FordB,kdtw,average,673640.0,1.564669662145191e-05,0.2833597784172634
FordB,kdtw,complete,681398.0,1.564669662145191e-05,0.2833597784172634
FordB,kdtw,single,681809.0,1.564669662145191e-05,0.2833692062984193
FordB,kdtw,ward,685250.0,-2.9715733173589825e-05,0.1102453336233967
FordB,kdtw,weighted,675597.0,1.564669662145191e-05,0.2833597784172634
FordB,lorentzian,average,387901.0,0.0016059723055515,0.1707668104777656
FordB,lorentzian,complete,389354.0,-0.0001822737183188,0.1718387133666361
FordB,lorentzian,single,383985.0,-1.5120757239218234e-05,0.3877266108467257
FordB,lorentzian,ward,387947.0,-0.0002007039427208,0.1748740637844599
FordB,lorentzian,weighted,388778.0,2.313229863266328e-05,0.1694369746318786
FordB,msm,average,406694.0,0.1273563386172663,0.1704418780040846
FordB,msm,complete,404116.0,0.1185201370427462,0.1690123684611963
FordB,msm,single,406340.0,-1.5120757239218234e-05,0.5122099592448542
FordB,msm,ward,362912.0,0.1012228661256449,0.1663611274083384
FordB,msm,weighted,407552.0,-0.0002645342757728,0.1660657596665655
FordB,sbd,average,372951.0,-0.0001329911547435,0.1855392189766547
FordB,sbd,complete,372706.0,0.0109469625594911,0.1699239757059328
FordB,sbd,single,373132.0,-1.5120757239218234e-05,0.5165808020927486
FordB,sbd,ward,335907.0,0.0073900848514809,0.1652252117871958
FordB,sbd,weighted,373513.0,0.0035797433184658,0.1655600216632423
FreezerRegularTrain,dtw,average,56244.0,0.000168946696191,0.3510958895224486
FreezerRegularTrain,dtw,complete,55931.0,0.0001520519598489,0.3325156965095946
FreezerRegularTrain,dtw,single,55930.0,0.0,0.2783700507588469
FreezerRegularTrain,dtw,ward,52014.0,0.0530305674640258,0.329099451442946
FreezerRegularTrain,dtw,weighted,55790.0,0.0,0.3349436534307884
FreezerRegularTrain,euclidean,average,59040.0,0.0,0.3552122790486451
FreezerRegularTrain,euclidean,complete,59246.0,0.0954613037211326,0.3417253777073609
FreezerRegularTrain,euclidean,single,58990.0,0.0,0.3440602674395997
FreezerRegularTrain,euclidean,ward,62799.0,0.1208672668926924,0.3560036539403254
FreezerRegularTrain,euclidean,weighted,59537.0,8.891860741076211e-07,0.3488908953070895
FreezerRegularTrain,kdtw,average,103275.0,0.0002445435751305,0.355161049096607
FreezerRegularTrain,kdtw,complete,103742.0,0.0473517920094992,0.3385654608717158
FreezerRegularTrain,kdtw,single,103694.0,0.0,0.3030110239665983
FreezerRegularTrain,kdtw,ward,103295.0,0.0667670524784354,0.338300056360782
FreezerRegularTrain,kdtw,weighted,104799.0,0.0002445435751305,0.35486004127502
FreezerRegularTrain,lorentzian,average,63275.0,0.0001494238988407,0.3547223917287312
FreezerRegularTrain,lorentzian,complete,63113.0,0.0002240913885068,0.3376886154776834
FreezerRegularTrain,lorentzian,single,63235.0,2.6675594063245708e-06,0.2951337649357575
FreezerRegularTrain,lorentzian,ward,63557.0,0.2971586793124664,0.3413771869525576
FreezerRegularTrain,lorentzian,weighted,63335.0,0.0002240913885068,0.3481570140026864
FreezerRegularTrain,msm,average,72934.0,0.0001841062247994,0.3681786691525489
FreezerRegularTrain,msm,complete,73474.0,-1.6933609433429325e-05,0.3496714575068948
FreezerRegularTrain,msm,single,73696.0,2.6675594063245708e-06,0.3119961177828046
FreezerRegularTrain,msm,ward,65563.0,0.254448693419108,0.3499290314323105
FreezerRegularTrain,msm,weighted,73238.0,0.2813711727348466,0.3520365623459255
FreezerRegularTrain,sbd,average,54664.0,1.7807456806589703e-06,0.3671283743747363
FreezerRegularTrain,sbd,complete,54293.0,1.7807456806589703e-06,0.3582161096804604
FreezerRegularTrain,sbd,single,54107.0,1.7807456806589703e-06,0.3301404957780543
FreezerRegularTrain,sbd,ward,49690.0,0.2551223059603129,0.3547630931632474
FreezerRegularTrain,sbd,weighted,54868.0,1.7807456806589703e-06,0.3539919234871406
FreezerSmallTrain,dtw,average,53676.0,0.00014782725725,0.3579919493611881
FreezerSmallTrain,dtw,complete,53861.0,0.00014782725725,0.3422810148904252
