dataset,distance,linkage,runtime,ARI,whs
AllGestureWiimoteY,dtw,ward,57230.0,0.0342631510389294,0.3160233958344068
AllGestureWiimoteY,dtw,weighted,56776.0,0.0342631510389294,0.3290257127573741
AllGestureWiimoteY,euclidean,average,60456.0,0.0074575723982328,0.2434590036808729
AllGestureWiimoteY,euclidean,complete,61769.0,0.0094789931766513,0.2142976717579854
AllGestureWiimoteY,euclidean,single,44334.0,5.176807965534036e-05,0.433272429447246
AllGestureWiimoteY,euclidean,ward,60397.0,0.0074575723982328,0.2294184203479827
AllGestureWiimoteY,euclidean,weighted,60875.0,0.0074575723982328,0.2320983773447107
AllGestureWiimoteY,kdtw,average,72379.0,0.0475215883900694,0.2366598208009408
AllGestureWiimoteY,kdtw,complete,81938.0,0.0108140437421123,0.2329182016280117
AllGestureWiimoteY,kdtw,single,67820.0,0.0133038248023089,0.4310674122403962
AllGestureWiimoteY,kdtw,ward,72686.0,0.0475215883900694,0.1585701564100086
AllGestureWiimoteY,kdtw,weighted,72670.0,0.0475215883900694,0.2410419327566047
AllGestureWiimoteY,lorentzian,average,58634.0,0.0127573541189199,0.1534663376836611
AllGestureWiimoteY,lorentzian,complete,60423.0,0.0051597442024168,0.1513892434038651
AllGestureWiimoteY,lorentzian,single,44671.0,5.6151195639005184e-05,0.4053477021599908
AllGestureWiimoteY,lorentzian,ward,58584.0,0.0127573541189199,0.1819767935140316
AllGestureWiimoteY,lorentzian,weighted,58782.0,0.0127573541189199,0.1607968285362887
AllGestureWiimoteY,msm,average,54392.0,0.023447386084111,0.4861521255967149
AllGestureWiimoteY,msm,complete,57309.0,0.028287648603572,0.4206342911910284
AllGestureWiimoteY,msm,single,45008.0,0.0004812166341043,0.6531303529639734
AllGestureWiimoteY,msm,ward,54732.0,0.023447386084111,0.4603441856547042
AllGestureWiimoteY,msm,weighted,54718.0,0.023447386084111,0.472799629903349
AllGestureWiimoteY,sbd,average,60295.0,0.1021065408656923,0.6027678622809711
AllGestureWiimoteY,sbd,complete,62171.0,0.2057379282946699,0.5357700112286383
AllGestureWiimoteY,sbd,single,51196.0,1.5502612709029693e-05,0.9777308402463049
AllGestureWiimoteY,sbd,ward,60656.0,0.1021065408656923,0.5002055751559377
AllGestureWiimoteY,sbd,weighted,60178.0,0.1021065408656923,0.5785202818205543
AllGestureWiimoteZ,dtw,average,52428.0,0.0132994860139199,0.3092460360486772
AllGestureWiimoteZ,dtw,complete,54450.0,0.1056703244178076,0.2785959323152035
AllGestureWiimoteZ,dtw,single,41298.0,0.0002027725523394,0.5444383799484752
AllGestureWiimoteZ,dtw,ward,52156.0,0.0132994860139199,0.2927987573728675
AllGestureWiimoteZ,dtw,weighted,51794.0,0.0132994860139199,0.3085370458552542
AllGestureWiimoteZ,euclidean,average,56858.0,0.0003574242388712,0.1899235844364433
AllGestureWiimoteZ,euclidean,complete,58186.0,0.012293114495816,0.1765410622212565
AllGestureWiimoteZ,euclidean,single,42765.0,0.0002489100810169,0.4505865414428843
AllGestureWiimoteZ,euclidean,ward,57152.0,0.0003574242388712,0.1913628498408227
AllGestureWiimoteZ,euclidean,weighted,56713.0,0.0003574242388712,0.1822921315279404
AllGestureWiimoteZ,kdtw,average,177315.0,0.0392717764930529,0.1829997759243373
AllGestureWiimoteZ,kdtw,complete,196250.0,0.0139207167805106,0.2141816752955652
AllGestureWiimoteZ,kdtw,single,172248.0,0.0051854175185265,0.308453991966186
AllGestureWiimoteZ,kdtw,ward,178300.0,0.0392717764930529,0.1322173776193845
AllGestureWiimoteZ,kdtw,weighted,178556.0,0.0392717764930529,0.1956026355067157
AllGestureWiimoteZ,lorentzian,average,59357.0,0.0104770331548333,0.1302022231605079
AllGestureWiimoteZ,lorentzian,complete,60395.0,0.0105831963061001,0.1452594600904626
AllGestureWiimoteZ,lorentzian,single,44766.0,0.0001657520928206,0.4099569335604696
AllGestureWiimoteZ,lorentzian,ward,59678.0,0.0104770331548333,0.1749288308152083
AllGestureWiimoteZ,lorentzian,weighted,59012.0,0.0104770331548333,0.1540574798031235
AllGestureWiimoteZ,msm,average,54153.0,0.0081659567155887,0.4772796966597011
AllGestureWiimoteZ,msm,complete,56939.0,0.0380810381995703,0.4395749917732141
AllGestureWiimoteZ,msm,single,45035.0,0.0001103493062123,0.6987289952017531
AllGestureWiimoteZ,msm,ward,53712.0,0.0081659567155887,0.4519751383866352
AllGestureWiimoteZ,msm,weighted,54226.0,0.0081659567155887,0.4822351378031822
AllGestureWiimoteZ,sbd,average,59963.0,0.0447237382691145,0.5859951020144615
AllGestureWiimoteZ,sbd,complete,61744.0,0.0809394623003116,0.5071610251577282
AllGestureWiimoteZ,sbd,single,50474.0,0.0007379866828511,0.9638219483159384
AllGestureWiimoteZ,sbd,ward,60050.0,0.0447237382691145,0.5100758335786744
AllGestureWiimoteZ,sbd,weighted,59828.0,0.0447237382691145,0.5866796205538704
ArrowHead,dtw,average,1633.0,-0.0005541430904681,0.4346831648326735
ArrowHead,dtw,complete,1341.0,-0.0005541430904681,0.3483872300334336
ArrowHead,dtw,single,1230.0,-0.0005541430904681,0.7497493193038659
ArrowHead,dtw,ward,1328.0,-0.0005541430904681,0.4143420075790311
ArrowHead,dtw,weighted,1332.0,-0.0005541430904681,0.4491913640409251
ArrowHead,euclidean,average,1907.0,-0.0005541430904681,0.4930234074183269
ArrowHead,euclidean,complete,1690.0,0.024975388749549,0.410679048654823
ArrowHead,euclidean,single,1619.0,-0.0005541430904681,0.8742152469744668
ArrowHead,euclidean,ward,1679.0,-0.0005541430904681,0.4277583459118039
ArrowHead,euclidean,weighted,1671.0,-0.0005541430904681,0.4696287964161591
ArrowHead,kdtw,average,4774.0,-0.0008430761536966,0.4182112732696219
ArrowHead,kdtw,complete,4637.0,-0.0011366064993632,0.3355651234060556
ArrowHead,kdtw,single,4629.0,4.8233941632764965e-06,0.5142978151162838
ArrowHead,kdtw,ward,4601.0,-0.0008430761536966,0.2414158311557065
ArrowHead,kdtw,weighted,4553.0,-0.0008430761536966,0.3918865586610288
ArrowHead,lorentzian,average,1754.0,-0.0005541430904681,0.4824187984230922
ArrowHead,lorentzian,complete,1745.0,0.0482072125080103,0.3968059348145214
ArrowHead,lorentzian,single,1669.0,-0.0005541430904681,0.8690924524852033
ArrowHead,lorentzian,ward,1736.0,-0.0005541430904681,0.3931468279840136
ArrowHead,lorentzian,weighted,1953.0,-0.0005541430904681,0.4629381627371464
ArrowHead,msm,average,2017.0,-0.0005541430904681,0.5173650615708812
ArrowHead,msm,complete,2448.0,0.0216141177902236,0.4119714547941678
ArrowHead,msm,single,2119.0,0.0017720905573078,0.8934095845855584
ArrowHead,msm,ward,1881.0,-0.0005541430904681,0.4417885272536684
ArrowHead,msm,weighted,1949.0,-0.0005541430904681,0.4987943925941032
ArrowHead,sbd,average,1132.0,0.2239670046086864,0.4739036403425318
ArrowHead,sbd,complete,1166.0,0.2624708110325963,0.4071958495361685
ArrowHead,sbd,single,1087.0,-0.0005541430904681,0.8133447617123138
ArrowHead,sbd,ward,1372.0,0.2239670046086864,0.4327306385728095
ArrowHead,sbd,weighted,1120.0,0.2239670046086864,0.4660161502363495
BME,dtw,average,1000.0,0.1216874567899906,0.351541652601073
BME,dtw,complete,994.0,0.1216874567899906,0.3577361798374592
BME,dtw,single,1166.0,0.1337952587313902,0.4254092169283867
BME,dtw,ward,964.0,0.1216874567899906,0.3662243535705878
BME,dtw,weighted,991.0,0.1216874567899906,0.3741956532729365
BME,euclidean,average,1459.0,0.137592223527837,0.5689289281175206
BME,euclidean,complete,1624.0,0.2448296909782895,0.4822291273393432
BME,euclidean,single,1434.0,0.137592223527837,0.9291208212833346
BME,euclidean,ward,1442.0,0.137592223527837,0.5074628089611517
BME,euclidean,weighted,1450.0,0.137592223527837,0.5424230026779397
BME,kdtw,average,2639.0,0.137592223527837,0.3555074906768052
BME,kdtw,complete,2888.0,0.1419359033466917,0.3290024930678046
BME,kdtw,single,2874.0,0.137592223527837,0.3368174273129287
BME,kdtw,ward,2975.0,0.137592223527837,0.3164845877100099
BME,kdtw,weighted,3111.0,0.137592223527837,0.3674429496758614
BME,lorentzian,average,1536.0,0.137592223527837,0.5727463509485298
BME,lorentzian,complete,1536.0,0.137592223527837,0.5001179117789387
BME,lorentzian,single,1493.0,0.137592223527837,0.886108134303466
BME,lorentzian,ward,1689.0,0.137592223527837,0.5392342784955129
BME,lorentzian,weighted,1536.0,0.137592223527837,0.5561617252997104
BME,msm,average,2032.0,0.137592223527837,0.5606226798815713
BME,msm,complete,2073.0,0.137592223527837,0.4822236299277098
BME,msm,single,2044.0,0.137592223527837,0.9052497213241096
BME,msm,ward,2076.0,0.137592223527837,0.5272987013351034
BME,msm,weighted,2200.0,0.137592223527837,0.5442536094938354
BME,sbd,average,919.0,0.1404306626203283,0.6855000634662778
BME,sbd,complete,1094.0,0.1404306626203283,0.7101667995732743
BME,sbd,single,893.0,0.1404306626203283,0.7484094481861655
BME,sbd,ward,913.0,0.1404306626203283,0.624108269569119
BME,sbd,weighted,864.0,0.1404306626203283,0.7234972983335373
Beef,dtw,average,,,
Beef,dtw,complete,,,
Beef,dtw,single,,,
Beef,dtw,ward,,,
Beef,dtw,weighted,,,
Beef,euclidean,average,,,
Beef,euclidean,complete,,,
Beef,euclidean,single,,,
Beef,euclidean,ward,,,
Beef,euclidean,weighted,,,
Beef,kdtw,average,4623.0,0.0015043249341857,0.4491883711930157
Beef,kdtw,complete,4453.0,-0.0087662102441498,0.4094162282272949
Beef,kdtw,single,4204.0,0.0015043249341857,0.3916218444398211
Beef,kdtw,ward,4620.0,0.0015043249341857,0.3601742555759551
Beef,kdtw,weighted,4498.0,0.0015043249341857,0.4220243381326947
Beef,lorentzian,average,,,
Beef,lorentzian,complete,,,
Beef,lorentzian,single,,,
Beef,lorentzian,ward,,,
Beef,lorentzian,weighted,,,
Beef,msm,average,,,
Beef,msm,complete,,,
Beef,msm,single,,,
Beef,msm,ward,,,
Beef,msm,weighted,,,
Beef,sbd,average,,,
Beef,sbd,complete,,,
Beef,sbd,single,,,
Beef,sbd,ward,,,
Beef,sbd,weighted,,,
BeetleFly,dtw,average,509.0,0.0,0.582491189052275
BeetleFly,dtw,complete,506.0,0.0699685534591195,0.4614988016006117
BeetleFly,dtw,single,504.0,0.0,0.644590493477133
BeetleFly,dtw,ward,502.0,0.0,0.5021474832709649
BeetleFly,dtw,weighted,732.0,0.0,0.5040700040700041
BeetleFly,euclidean,average,570.0,0.0272798129384255,0.4389736708741233
BeetleFly,euclidean,complete,580.0,0.0157728706624605,0.3944885523832891
BeetleFly,euclidean,single,575.0,0.0,0.6209227515139638
BeetleFly,euclidean,ward,580.0,0.0272798129384255,0.4097275954302203
BeetleFly,euclidean,weighted,559.0,0.0272798129384255,0.4039109750648212
BeetleFly,kdtw,average,4055.0,-0.0031176929072486,0.4027669945580667
BeetleFly,kdtw,complete,4076.0,-0.0031176929072486,0.4027669945580667
BeetleFly,kdtw,single,3722.0,-0.0031176929072486,0.3879466211153992
BeetleFly,kdtw,ward,4137.0,-0.0031176929072486,0.4171576428879858
BeetleFly,kdtw,weighted,4094.0,-0.0031176929072486,0.4027669945580667
BeetleFly,lorentzian,average,568.0,0.0,0.3317842066415742
BeetleFly,lorentzian,complete,574.0,-0.0015763546798029,0.3650785823862746
BeetleFly,lorentzian,single,573.0,0.0,0.6086970105916869
BeetleFly,lorentzian,ward,565.0,0.0,0.3718276325563774
BeetleFly,lorentzian,weighted,573.0,0.0,0.3862107265953419
BeetleFly,msm,average,,,
BeetleFly,msm,complete,,,
BeetleFly,msm,single,,,
BeetleFly,msm,ward,,,
BeetleFly,msm,weighted,,,
BeetleFly,sbd,average,306.0,0.0,0.6157211140808427
BeetleFly,sbd,complete,307.0,0.0,0.5019139842014336
BeetleFly,sbd,single,303.0,0.0,0.7138466641548958
BeetleFly,sbd,ward,304.0,0.0,0.4412201214237413
BeetleFly,sbd,weighted,318.0,0.0,0.593950749833103
BirdChicken,dtw,average,498.0,0.0,0.6154711147997591
BirdChicken,dtw,complete,494.0,0.0,0.5884098051674184
BirdChicken,dtw,single,494.0,0.0,0.5829767024099007
BirdChicken,dtw,ward,491.0,0.0,0.5715167639373069
BirdChicken,dtw,weighted,497.0,0.0,0.6098847673864887
BirdChicken,euclidean,average,556.0,0.0,0.6400676477409335
BirdChicken,euclidean,complete,558.0,0.0,0.5588208564480277
BirdChicken,euclidean,single,558.0,0.0,0.6370119523823389
BirdChicken,euclidean,ward,559.0,0.0,0.4317070737495139
BirdChicken,euclidean,weighted,561.0,0.0,0.5589518336253351
BirdChicken,kdtw,average,3925.0,-0.0117924528301886,0.4162216656603573
BirdChicken,kdtw,complete,3929.0,0.0,0.4546944387478616
BirdChicken,kdtw,single,3869.0,-0.0117924528301886,0.4239967394766155
BirdChicken,kdtw,ward,3835.0,-0.0117924528301886,0.298836194349988
BirdChicken,kdtw,weighted,3626.0,-0.0117924528301886,0.4162216656603573
BirdChicken,lorentzian,average,573.0,0.0,0.7190783467002825
BirdChicken,lorentzian,complete,563.0,0.0,0.6265707051013079
BirdChicken,lorentzian,single,549.0,0.0,0.6182589644570299
BirdChicken,lorentzian,ward,574.0,0.0,0.5066313137157522
BirdChicken,lorentzian,weighted,558.0,0.0,0.6374508860085784
BirdChicken,msm,average,888.0,0.0,0.5351328104094636
BirdChicken,msm,complete,879.0,0.0518638573743922,0.469212151797291
BirdChicken,msm,single,883.0,0.0,0.5823411669170975
BirdChicken,msm,ward,854.0,0.0,0.5426915342299957
BirdChicken,msm,weighted,883.0,0.0,0.5658193358598216
BirdChicken,sbd,average,316.0,0.0,0.6065773482777531
BirdChicken,sbd,complete,311.0,0.0,0.6128727261186336
BirdChicken,sbd,single,302.0,0.0,0.8289321023420541
BirdChicken,sbd,ward,308.0,0.0,0.6287471787471788
BirdChicken,sbd,weighted,303.0,0.0,0.6502392194699889
CBF,dtw,average,46763.0,0.0237560663021931,0.2249743058560876
CBF,dtw,complete,49718.0,0.5650891277375937,0.2029689505895061
CBF,dtw,single,39330.0,4.1848249226183314e-05,0.6625650563796814
CBF,dtw,ward,46901.0,0.0237560663021931,0.2149896938391083
CBF,dtw,weighted,46801.0,0.0237560663021931,0.2226397214600728
CBF,euclidean,average,49253.0,0.1666703805709013,0.6330492869310393
CBF,euclidean,complete,50631.0,0.4261179228155723,0.4883239431270225
CBF,euclidean,single,40766.0,4.639795240148562e-06,0.9429071991608828
CBF,euclidean,ward,49239.0,0.1666703805709013,0.5409604586177882
CBF,euclidean,weighted,49182.0,0.1666703805709013,0.5997040996565801
CBF,kdtw,average,50666.0,0.5705077605288547,0.295611346064452
CBF,kdtw,complete,54654.0,0.2085340969243707,0.2618102029729213
CBF,kdtw,single,43764.0,-2.3124140793643635e-06,0.4712890656570017
CBF,kdtw,ward,50142.0,0.5705077605288547,0.1485558672318175
CBF,kdtw,weighted,50795.0,0.5705077605288547,0.3048014300793196
CBF,lorentzian,average,47352.0,0.3822104963012132,0.4525942617994694
CBF,lorentzian,complete,50141.0,0.181683651909437,0.3587862393719806
CBF,lorentzian,single,39736.0,4.639795240148562e-06,0.7948418609480756
CBF,lorentzian,ward,47804.0,0.3822104963012132,0.3976092656895167
CBF,lorentzian,weighted,47662.0,0.3822104963012132,0.4418244325196951
CBF,msm,average,51511.0,0.404300470549772,0.308382171377539
CBF,msm,complete,53750.0,0.5219609095136963,0.2800601631532184
CBF,msm,single,43847.0,-2.3124140793643635e-06,0.8207461330948045
CBF,msm,ward,51058.0,0.404300470549772,0.2879851140293836
CBF,msm,weighted,51071.0,0.404300470549772,0.3160459960575313
CBF,sbd,average,54277.0,0.6102019191613967,0.4850020073192715
CBF,sbd,complete,56049.0,0.2703051948350055,0.4127057584468756
CBF,sbd,single,45890.0,4.659783599424894e-06,0.7957845999018806
CBF,sbd,ward,54433.0,0.6102019191613967,0.4143711431554732
CBF,sbd,weighted,54467.0,0.6102019191613967,0.4926816258693965
Car,dtw,average,1738.0,0.0186722815938977,0.5036487026047533
Car,dtw,complete,1746.0,0.0059395042421138,0.3649685889019474
Car,dtw,single,1739.0,0.0001030585855853,0.6302760625310632
Car,dtw,ward,1736.0,0.0186722815938977,0.4154633694006592
Car,dtw,weighted,1735.0,0.0186722815938977,0.4517674052880107
Car,euclidean,average,950.0,0.0226215312448215,0.5759592769931154
Car,euclidean,complete,940.0,0.1238951805590629,0.5493930490977462
Car,euclidean,single,930.0,0.0008695568158761,0.7687341370652188
Car,euclidean,ward,940.0,0.0226215312448215,0.5313838306924202
Car,euclidean,weighted,944.0,0.0226215312448215,0.5167667725779452
Car,kdtw,average,15934.0,0.0433307610547312,0.4670172898569134
Car,kdtw,complete,16009.0,0.0474314952294349,0.4200877463471967
Car,kdtw,single,15783.0,-0.0002801905295601,0.5118636463472208
Car,kdtw,ward,15991.0,0.0433307610547312,0.2966670855872331
Car,kdtw,weighted,15883.0,0.0433307610547312,0.4490704292800858
Car,lorentzian,average,978.0,0.0054072746706906,0.6410825875185535
Car,lorentzian,complete,982.0,0.0677881050219399,0.4872977694278915
Car,lorentzian,single,974.0,0.0008695568158761,0.8176719864829495
Car,lorentzian,ward,979.0,0.0054072746706906,0.4982995256048236
Car,lorentzian,weighted,976.0,0.0054072746706906,0.579764748872545
Car,msm,average,1774.0,0.0455554579045712,0.644157933319081
Car,msm,complete,1626.0,0.0674572974362909,0.5707356013830871
Car,msm,single,2098.0,0.0001030585855853,0.7732316702803772
Car,msm,ward,1817.0,0.0455554579045712,0.5279202178128437
Car,msm,weighted,1766.0,0.0455554579045712,0.6564957179288261
Car,sbd,average,626.0,0.0507355148604022,0.5950342446204414
Car,sbd,complete,635.0,0.175930898105755,0.5160738058041551
Car,sbd,single,627.0,0.0001030585855853,0.86466725522383
Car,sbd,ward,647.0,0.0507355148604022,0.5814412789360025
Car,sbd,weighted,641.0,0.0507355148604022,0.6369266930109172
Chinatown,dtw,average,3249.0,0.0081916618289372,0.4113794005887577
Chinatown,dtw,complete,3510.0,0.2636722724735427,0.3352391559331397
Chinatown,dtw,single,2860.0,0.0081916618289372,0.7672304072673979
Chinatown,dtw,ward,3271.0,0.0081916618289372,0.3822404300488295
Chinatown,dtw,weighted,3217.0,0.0081916618289372,0.3996713712800829
Chinatown,euclidean,average,3705.0,0.0081916618289372,0.4530546834632196
Chinatown,euclidean,complete,4021.0,0.1582332541236703,0.3765587120617431
Chinatown,euclidean,single,3332.0,0.0081916618289372,0.8550824063923743
Chinatown,euclidean,ward,3721.0,0.0081916618289372,0.3936122864386456
Chinatown,euclidean,weighted,3720.0,0.0081916618289372,0.450206997309782
Chinatown,kdtw,average,22456.0,0.0015763609851306,0.1548901199451571
Chinatown,kdtw,complete,22946.0,0.0015763609851306,0.1588438548954575
Chinatown,kdtw,single,22205.0,0.0015763609851306,0.0864098893806764
Chinatown,kdtw,ward,22412.0,0.0015763609851306,0.1550858819609525
Chinatown,kdtw,weighted,22787.0,0.0015763609851306,0.1500791025615168
Chinatown,lorentzian,average,3679.0,-0.0032893159467547,0.3789650802304041
Chinatown,lorentzian,complete,3761.0,0.2466837154079904,0.3059832744789893
Chinatown,lorentzian,single,3440.0,-0.0032893159467547,0.738196257278964
Chinatown,lorentzian,ward,3654.0,-0.0032893159467547,0.3447520263154861
Chinatown,lorentzian,weighted,3913.0,-0.0032893159467547,0.3996922938798474
Chinatown,msm,average,4338.0,0.0081916618289372,0.4088879050042006
Chinatown,msm,complete,4166.0,0.0709283583928563,0.3260419795897392
Chinatown,msm,single,3665.0,0.0081916618289372,0.7575912759785604
Chinatown,msm,ward,4104.0,0.0081916618289372,0.3708312779261382
Chinatown,msm,weighted,4126.0,0.0081916618289372,0.3945410374063746
Chinatown,sbd,average,3740.0,0.0081916618289372,0.4257177215852429
Chinatown,sbd,complete,3551.0,0.0081916618289372,0.3832954479188593
Chinatown,sbd,single,3095.0,0.0081916618289372,0.8006032075641454
Chinatown,sbd,ward,3449.0,0.0081916618289372,0.3900759557421512
Chinatown,sbd,weighted,3433.0,0.0081916618289372,0.3908667644401503
ChlorineConcentration,dtw,average,6428142.0,0.0030248184283395,0.4415954931310891
ChlorineConcentration,dtw,complete,6420825.0,0.019703944491454,0.6332050567472961
ChlorineConcentration,dtw,single,5310223.0,0.0004991879609428,0.9858891546518134
ChlorineConcentration,dtw,ward,6421061.0,0.0030248184283395,0.4231380465199037
ChlorineConcentration,dtw,weighted,6446276.0,0.0030248184283395,0.4474104385754025
ChlorineConcentration,euclidean,average,6282438.0,0.0084455853491006,0.584943511370775
ChlorineConcentration,euclidean,complete,6309771.0,0.0084455853491006,0.7143401745015795
ChlorineConcentration,euclidean,single,5131712.0,0.0004991879609428,0.995477647999914
