dataset,distance,linkage,strategy,phase,runtime,ARI
UWaveGestureLibraryAll,lorentzian,single,parallel,Initializing,1781,5.347143838892166e-06
UWaveGestureLibraryAll,lorentzian,single,parallel,Approximating,0,5.347143838892166e-06
UWaveGestureLibraryAll,lorentzian,single,parallel,ComputingFullDistances,26418,5.347143838892166e-06
UWaveGestureLibraryAll,lorentzian,single,parallel,Finalizing,528,5.347143838892166e-06
UWaveGestureLibraryAll,lorentzian,single,parallel,Finished,28729,5.347143838892166e-06
CricketZ,dtw,ward,parallel,Initializing,176,0.17503584739623354
CricketZ,dtw,ward,parallel,Approximating,0,0.17503584739623354
CricketZ,dtw,ward,parallel,ComputingFullDistances,16270,0.17503584739623354
CricketZ,dtw,ward,parallel,Finalizing,83,0.17503584739623354
CricketZ,dtw,ward,parallel,Finished,16530,0.17503584739623354
HandOutlines,lorentzian,weighted,parallel,Initializing,1653,0.0033724492701644395
HandOutlines,lorentzian,weighted,parallel,Approximating,0,0.0033724492701644395
HandOutlines,lorentzian,weighted,parallel,ComputingFullDistances,7686,0.0033724492701644395
HandOutlines,lorentzian,weighted,parallel,Finalizing,105,0.0033724492701644395
HandOutlines,lorentzian,weighted,parallel,Finished,9446,0.0033724492701644395
NonInvasiveFetalECGThorax2,msm,single,parallel,Initializing,1261,3.473973727091603e-05
NonInvasiveFetalECGThorax2,msm,single,parallel,Approximating,0,3.473973727091603e-05
NonInvasiveFetalECGThorax2,msm,single,parallel,ComputingFullDistances,2699526,3.473973727091603e-05
NonInvasiveFetalECGThorax2,msm,single,parallel,Finalizing,200,3.473973727091603e-05
NonInvasiveFetalECGThorax2,msm,single,parallel,Finished,2700987,3.473973727091603e-05
Rock,dtw,complete,parallel,Initializing,132,0.21064188784157437
Rock,dtw,complete,parallel,Approximating,0,0.21064188784157437
Rock,dtw,complete,parallel,ComputingFullDistances,55129,0.21064188784157437
Rock,dtw,complete,parallel,Finalizing,15,0.21064188784157437
Rock,dtw,complete,parallel,Finished,55278,0.21064188784157437
Adiac,sbd,complete,parallel,Initializing,116,0.12151617696728013
Adiac,sbd,complete,parallel,Approximating,0,0.12151617696728013
Adiac,sbd,complete,parallel,ComputingFullDistances,1353,0.12151617696728013
Adiac,sbd,complete,parallel,Finalizing,61,0.12151617696728013
Adiac,sbd,complete,parallel,Finished,1532,0.12151617696728013
FaceAll,lorentzian,weighted,parallel,Initializing,190,0.16634045809346099
FaceAll,lorentzian,weighted,parallel,Approximating,0,0.16634045809346099
FaceAll,lorentzian,weighted,parallel,ComputingFullDistances,1187,0.16634045809346099
FaceAll,lorentzian,weighted,parallel,Finalizing,177,0.16634045809346099
FaceAll,lorentzian,weighted,parallel,Finished,1556,0.16634045809346099
edeniss20182020_pressure_anomalies,sbd,single,parallel,Initializing,96,
edeniss20182020_pressure_anomalies,sbd,single,parallel,Approximating,0,
edeniss20182020_pressure_anomalies,sbd,single,parallel,ComputingFullDistances,1716,
edeniss20182020_pressure_anomalies,sbd,single,parallel,Finalizing,29,
edeniss20182020_pressure_anomalies,sbd,single,parallel,Finished,1843,
MiddlePhalanxOutlineAgeGroup,dtw,average,parallel,Initializing,67,0.4039990872784798
MiddlePhalanxOutlineAgeGroup,dtw,average,parallel,Approximating,0,0.4039990872784798
MiddlePhalanxOutlineAgeGroup,dtw,average,parallel,ComputingFullDistances,904,0.4039990872784798
MiddlePhalanxOutlineAgeGroup,dtw,average,parallel,Finalizing,53,0.4039990872784798
MiddlePhalanxOutlineAgeGroup,dtw,average,parallel,Finished,1025,0.4039990872784798
PhalangesOutlinesCorrect,dtw,ward,parallel,Initializing,159,-0.00011395211648978534
PhalangesOutlinesCorrect,dtw,ward,parallel,Approximating,0,-0.00011395211648978534
PhalangesOutlinesCorrect,dtw,ward,parallel,ComputingFullDistances,13878,-0.00011395211648978534
PhalangesOutlinesCorrect,dtw,ward,parallel,Finalizing,252,-0.00011395211648978534
PhalangesOutlinesCorrect,dtw,ward,parallel,Finished,14292,-0.00011395211648978534
GestureMidAirD2,dtw,weighted,parallel,Initializing,58,0.22850059831137937
GestureMidAirD2,dtw,weighted,parallel,Approximating,0,0.22850059831137937
GestureMidAirD2,dtw,weighted,parallel,ComputingFullDistances,1590,0.22850059831137937
GestureMidAirD2,dtw,weighted,parallel,Finalizing,35,0.22850059831137937
GestureMidAirD2,dtw,weighted,parallel,Finished,1684,0.22850059831137937
ItalyPowerDemand,dtw,complete,parallel,Initializing,58,0.011378898945575689
ItalyPowerDemand,dtw,complete,parallel,Approximating,0,0.011378898945575689
ItalyPowerDemand,dtw,complete,parallel,ComputingFullDistances,493,0.011378898945575689
ItalyPowerDemand,dtw,complete,parallel,Finalizing,92,0.011378898945575689
ItalyPowerDemand,dtw,complete,parallel,Finished,644,0.011378898945575689
FordA,msm,complete,parallel,Initializing,1116,0.006475324247186935
FordA,msm,complete,parallel,Approximating,0,0.006475324247186935
FordA,msm,complete,parallel,ComputingFullDistances,1941774,0.006475324247186935
FordA,msm,complete,parallel,Finalizing,809,0.006475324247186935
FordA,msm,complete,parallel,Finished,1943702,0.006475324247186935
MiddlePhalanxTW,sbd,average,parallel,Initializing,69,0.5194576494127777
MiddlePhalanxTW,sbd,average,parallel,Approximating,0,0.5194576494127777
MiddlePhalanxTW,sbd,average,parallel,ComputingFullDistances,634,0.5194576494127777
MiddlePhalanxTW,sbd,average,parallel,Finalizing,51,0.5194576494127777
MiddlePhalanxTW,sbd,average,parallel,Finished,755,0.5194576494127777
UWaveGestureLibraryY,lorentzian,single,parallel,Initializing,711,6.015108263621013e-07
UWaveGestureLibraryY,lorentzian,single,parallel,Approximating,0,6.015108263621013e-07
UWaveGestureLibraryY,lorentzian,single,parallel,ComputingFullDistances,9468,6.015108263621013e-07
UWaveGestureLibraryY,lorentzian,single,parallel,Finalizing,544,6.015108263621013e-07
UWaveGestureLibraryY,lorentzian,single,parallel,Finished,10724,6.015108263621013e-07
Chinatown,lorentzian,ward,parallel,Initializing,36,0.8896808404354958
Chinatown,lorentzian,ward,parallel,Approximating,0,0.8896808404354958
Chinatown,lorentzian,ward,parallel,ComputingFullDistances,149,0.8896808404354958
Chinatown,lorentzian,ward,parallel,Finalizing,45,0.8896808404354958
Chinatown,lorentzian,ward,parallel,Finished,232,0.8896808404354958
DistalPhalanxOutlineAgeGroup,lorentzian,ward,parallel,Initializing,66,0.4548724809298253
DistalPhalanxOutlineAgeGroup,lorentzian,ward,parallel,Approximating,0,0.4548724809298253
DistalPhalanxOutlineAgeGroup,lorentzian,ward,parallel,ComputingFullDistances,178,0.4548724809298253
DistalPhalanxOutlineAgeGroup,lorentzian,ward,parallel,Finalizing,60,0.4548724809298253
DistalPhalanxOutlineAgeGroup,lorentzian,ward,parallel,Finished,305,0.4548724809298253
Lightning7,msm,ward,parallel,Initializing,71,0.4056903685295019
Lightning7,msm,ward,parallel,Approximating,0,0.4056903685295019
Lightning7,msm,ward,parallel,ComputingFullDistances,1131,0.4056903685295019
Lightning7,msm,ward,parallel,Finalizing,20,0.4056903685295019
Lightning7,msm,ward,parallel,Finished,1224,0.4056903685295019
ECG200,sbd,average,parallel,Initializing,54,0.009827828271632305
ECG200,sbd,average,parallel,Approximating,0,0.009827828271632305
ECG200,sbd,average,parallel,ComputingFullDistances,353,0.009827828271632305
ECG200,sbd,average,parallel,Finalizing,23,0.009827828271632305
ECG200,sbd,average,parallel,Finished,432,0.009827828271632305
AllGestureWiimoteY,dtw,average,parallel,Initializing,97,0.003697538592205153
AllGestureWiimoteY,dtw,average,parallel,Approximating,0,0.003697538592205153
AllGestureWiimoteY,dtw,average,parallel,ComputingFullDistances,6772,0.003697538592205153
AllGestureWiimoteY,dtw,average,parallel,Finalizing,74,0.003697538592205153
AllGestureWiimoteY,dtw,average,parallel,Finished,6946,0.003697538592205153
Chinatown,lorentzian,average,parallel,Initializing,34,0.033695025961967474
Chinatown,lorentzian,average,parallel,Approximating,0,0.033695025961967474
Chinatown,lorentzian,average,parallel,ComputingFullDistances,145,0.033695025961967474
Chinatown,lorentzian,average,parallel,Finalizing,55,0.033695025961967474
Chinatown,lorentzian,average,parallel,Finished,236,0.033695025961967474
FreezerRegularTrain,lorentzian,complete,parallel,Initializing,468,9.336507434644198e-05
FreezerRegularTrain,lorentzian,complete,parallel,Approximating,0,9.336507434644198e-05
FreezerRegularTrain,lorentzian,complete,parallel,ComputingFullDistances,4343,9.336507434644198e-05
FreezerRegularTrain,lorentzian,complete,parallel,Finalizing,291,9.336507434644198e-05
FreezerRegularTrain,lorentzian,complete,parallel,Finished,5103,9.336507434644198e-05
Meat,euclidean,weighted,parallel,Initializing,64,0.5551082228370829
Meat,euclidean,weighted,parallel,Approximating,0,0.5551082228370829
Meat,euclidean,weighted,parallel,ComputingFullDistances,120,0.5551082228370829
Meat,euclidean,weighted,parallel,Finalizing,19,0.5551082228370829
Meat,euclidean,weighted,parallel,Finished,205,0.5551082228370829
BeetleFly,kdtw,ward,parallel,Initializing,45,0.015494867325198529
BeetleFly,kdtw,ward,parallel,Approximating,0,0.015494867325198529
BeetleFly,kdtw,ward,parallel,ComputingFullDistances,3548,0.015494867325198529
BeetleFly,kdtw,ward,parallel,Finalizing,12,0.015494867325198529
BeetleFly,kdtw,ward,parallel,Finished,3606,0.015494867325198529
GestureMidAirD1,kdtw,weighted,parallel,Initializing,76,0.05281456195950816
GestureMidAirD1,kdtw,weighted,parallel,Approximating,0,0.05281456195950816
GestureMidAirD1,kdtw,weighted,parallel,ComputingFullDistances,21351,0.05281456195950816
GestureMidAirD1,kdtw,weighted,parallel,Finalizing,36,0.05281456195950816
GestureMidAirD1,kdtw,weighted,parallel,Finished,21465,0.05281456195950816
ToeSegmentation2,euclidean,average,parallel,Initializing,85,-0.00415976766643264
ToeSegmentation2,euclidean,average,parallel,Approximating,0,-0.00415976766643264
ToeSegmentation2,euclidean,average,parallel,ComputingFullDistances,129,-0.00415976766643264
ToeSegmentation2,euclidean,average,parallel,Finalizing,21,-0.00415976766643264
ToeSegmentation2,euclidean,average,parallel,Finished,237,-0.00415976766643264
BME,dtw,ward,parallel,Initializing,42,0.22004113502666275
BME,dtw,ward,parallel,Approximating,0,0.22004113502666275
BME,dtw,ward,parallel,ComputingFullDistances,401,0.22004113502666275
BME,dtw,ward,parallel,Finalizing,27,0.22004113502666275
BME,dtw,ward,parallel,Finished,472,0.22004113502666275
Ham,lorentzian,average,parallel,Initializing,109,0.0007259314485275364
Ham,lorentzian,average,parallel,Approximating,0,0.0007259314485275364
Ham,lorentzian,average,parallel,ComputingFullDistances,166,0.0007259314485275364
Ham,lorentzian,average,parallel,Finalizing,31,0.0007259314485275364
Ham,lorentzian,average,parallel,Finished,307,0.0007259314485275364
ToeSegmentation1,dtw,ward,parallel,Initializing,89,0.02584687585918575
ToeSegmentation1,dtw,ward,parallel,Approximating,0,0.02584687585918575
ToeSegmentation1,dtw,ward,parallel,ComputingFullDistances,1950,0.02584687585918575
ToeSegmentation1,dtw,ward,parallel,Finalizing,31,0.02584687585918575
ToeSegmentation1,dtw,ward,parallel,Finished,2072,0.02584687585918575
edeniss20182020_ics_anomalies,lorentzian,weighted,parallel,Initializing,210,
edeniss20182020_ics_anomalies,lorentzian,weighted,parallel,Approximating,0,
edeniss20182020_ics_anomalies,lorentzian,weighted,parallel,ComputingFullDistances,1310,
edeniss20182020_ics_anomalies,lorentzian,weighted,parallel,Finalizing,213,
edeniss20182020_ics_anomalies,lorentzian,weighted,parallel,Finished,1734,
Mallat,kdtw,single,parallel,Initializing,1131,0.47733957733325677
Mallat,kdtw,single,parallel,Approximating,0,0.47733957733325677
Mallat,kdtw,single,parallel,ComputingFullDistances,48055464,0.47733957733325677
Mallat,kdtw,single,parallel,Finalizing,90,0.47733957733325677
Mallat,kdtw,single,parallel,Finished,48056687,0.47733957733325677
edeniss20182020_temp_anomalies,msm,average,parallel,Initializing,131,
edeniss20182020_temp_anomalies,msm,average,parallel,Approximating,0,
edeniss20182020_temp_anomalies,msm,average,parallel,ComputingFullDistances,16561,
edeniss20182020_temp_anomalies,msm,average,parallel,Finalizing,132,
edeniss20182020_temp_anomalies,msm,average,parallel,Finished,16825,
FiftyWords,euclidean,single,parallel,Initializing,182,0.008275755002675491
FiftyWords,euclidean,single,parallel,Approximating,0,0.008275755002675491
FiftyWords,euclidean,single,parallel,ComputingFullDistances,165,0.008275755002675491
FiftyWords,euclidean,single,parallel,Finalizing,51,0.008275755002675491
FiftyWords,euclidean,single,parallel,Finished,400,0.008275755002675491
InsectWingbeatSound,euclidean,average,parallel,Initializing,291,0.3797172801531841
InsectWingbeatSound,euclidean,average,parallel,Approximating,0,0.3797172801531841
InsectWingbeatSound,euclidean,average,parallel,ComputingFullDistances,385,0.3797172801531841
InsectWingbeatSound,euclidean,average,parallel,Finalizing,186,0.3797172801531841
InsectWingbeatSound,euclidean,average,parallel,Finished,864,0.3797172801531841
FordA,sbd,single,parallel,Initializing,1138,-2.1390593933965306e-05
FordA,sbd,single,parallel,Approximating,0,-2.1390593933965306e-05
FordA,sbd,single,parallel,ComputingFullDistances,111554,-2.1390593933965306e-05
FordA,sbd,single,parallel,Finalizing,648,-2.1390593933965306e-05
FordA,sbd,single,parallel,Finished,113343,-2.1390593933965306e-05
edeniss20182020_ics_anomalies,sbd,complete,parallel,Initializing,212,
edeniss20182020_ics_anomalies,sbd,complete,parallel,Approximating,0,
edeniss20182020_ics_anomalies,sbd,complete,parallel,ComputingFullDistances,11390,
edeniss20182020_ics_anomalies,sbd,complete,parallel,Finalizing,224,
edeniss20182020_ics_anomalies,sbd,complete,parallel,Finished,11828,
Meat,msm,weighted,parallel,Initializing,68,0.5551082228370829
Meat,msm,weighted,parallel,Approximating,0,0.5551082228370829
Meat,msm,weighted,parallel,ComputingFullDistances,2389,0.5551082228370829
Meat,msm,weighted,parallel,Finalizing,15,0.5551082228370829
Meat,msm,weighted,parallel,Finished,2475,0.5551082228370829
FiftyWords,euclidean,ward,parallel,Initializing,184,0.3115306369871424
FiftyWords,euclidean,ward,parallel,Approximating,0,0.3115306369871424
FiftyWords,euclidean,ward,parallel,ComputingFullDistances,177,0.3115306369871424
FiftyWords,euclidean,ward,parallel,Finalizing,92,0.3115306369871424
FiftyWords,euclidean,ward,parallel,Finished,455,0.3115306369871424
DistalPhalanxTW,sbd,average,parallel,Initializing,56,0.5722202748137346
DistalPhalanxTW,sbd,average,parallel,Approximating,0,0.5722202748137346
DistalPhalanxTW,sbd,average,parallel,ComputingFullDistances,600,0.5722202748137346
DistalPhalanxTW,sbd,average,parallel,Finalizing,64,0.5722202748137346
DistalPhalanxTW,sbd,average,parallel,Finished,722,0.5722202748137346
GestureMidAirD2,kdtw,single,parallel,Initializing,72,0.02282685042749109
GestureMidAirD2,kdtw,single,parallel,Approximating,0,0.02282685042749109
GestureMidAirD2,kdtw,single,parallel,ComputingFullDistances,21378,0.02282685042749109
GestureMidAirD2,kdtw,single,parallel,Finalizing,27,0.02282685042749109
GestureMidAirD2,kdtw,single,parallel,Finished,21480,0.02282685042749109
FacesUCR,msm,complete,parallel,Initializing,178,0.21979550818928448
FacesUCR,msm,complete,parallel,Approximating,0,0.21979550818928448
FacesUCR,msm,complete,parallel,ComputingFullDistances,25746,0.21979550818928448
FacesUCR,msm,complete,parallel,Finalizing,209,0.21979550818928448
FacesUCR,msm,complete,parallel,Finished,26135,0.21979550818928448
ArrowHead,dtw,ward,parallel,Initializing,63,-0.00037724392442621535
ArrowHead,dtw,ward,parallel,Approximating,0,-0.00037724392442621535
ArrowHead,dtw,ward,parallel,ComputingFullDistances,1398,-0.00037724392442621535
ArrowHead,dtw,ward,parallel,Finalizing,24,-0.00037724392442621535
ArrowHead,dtw,ward,parallel,Finished,1488,-0.00037724392442621535
EthanolLevel,kdtw,average,parallel,Initializing,882,1.5249626894794967e-05
EthanolLevel,kdtw,average,parallel,Approximating,0,1.5249626894794967e-05
EthanolLevel,kdtw,average,parallel,ComputingFullDistances,24735747,1.5249626894794967e-05
EthanolLevel,kdtw,average,parallel,Finalizing,87,1.5249626894794967e-05
EthanolLevel,kdtw,average,parallel,Finished,24736718,1.5249626894794967e-05
ProximalPhalanxOutlineAgeGroup,dtw,weighted,parallel,Initializing,60,0.5459746727497392
ProximalPhalanxOutlineAgeGroup,dtw,weighted,parallel,Approximating,0,0.5459746727497392
ProximalPhalanxOutlineAgeGroup,dtw,weighted,parallel,ComputingFullDistances,1025,0.5459746727497392
ProximalPhalanxOutlineAgeGroup,dtw,weighted,parallel,Finalizing,58,0.5459746727497392
ProximalPhalanxOutlineAgeGroup,dtw,weighted,parallel,Finished,1145,0.5459746727497392
AllGestureWiimoteZ,dtw,weighted,parallel,Initializing,89,0.02093905370669731
AllGestureWiimoteZ,dtw,weighted,parallel,Approximating,0,0.02093905370669731
AllGestureWiimoteZ,dtw,weighted,parallel,ComputingFullDistances,6703,0.02093905370669731
AllGestureWiimoteZ,dtw,weighted,parallel,Finalizing,102,0.02093905370669731
AllGestureWiimoteZ,dtw,weighted,parallel,Finished,6895,0.02093905370669731
GunPointAgeSpan,sbd,single,parallel,Initializing,69,-0.00015508672616985791
GunPointAgeSpan,sbd,single,parallel,Approximating,0,-0.00015508672616985791
GunPointAgeSpan,sbd,single,parallel,ComputingFullDistances,651,-0.00015508672616985791
GunPointAgeSpan,sbd,single,parallel,Finalizing,31,-0.00015508672616985791
GunPointAgeSpan,sbd,single,parallel,Finished,753,-0.00015508672616985791
DiatomSizeReduction,kdtw,ward,parallel,Initializing,132,0.7988658616059103
DiatomSizeReduction,kdtw,ward,parallel,Approximating,0,0.7988658616059103
DiatomSizeReduction,kdtw,ward,parallel,ComputingFullDistances,70892,0.7988658616059103
DiatomSizeReduction,kdtw,ward,parallel,Finalizing,41,0.7988658616059103
DiatomSizeReduction,kdtw,ward,parallel,Finished,71067,0.7988658616059103
SwedishLeaf,lorentzian,complete,parallel,Initializing,162,0.15786011315936133
SwedishLeaf,lorentzian,complete,parallel,Approximating,0,0.15786011315936133
SwedishLeaf,lorentzian,complete,parallel,ComputingFullDistances,415,0.15786011315936133
SwedishLeaf,lorentzian,complete,parallel,Finalizing,112,0.15786011315936133
SwedishLeaf,lorentzian,complete,parallel,Finished,692,0.15786011315936133
ItalyPowerDemand,kdtw,complete,parallel,Initializing,54,0.004866069619820829
ItalyPowerDemand,kdtw,complete,parallel,Approximating,0,0.004866069619820829
ItalyPowerDemand,kdtw,complete,parallel,ComputingFullDistances,5074,0.004866069619820829
ItalyPowerDemand,kdtw,complete,parallel,Finalizing,120,0.004866069619820829
ItalyPowerDemand,kdtw,complete,parallel,Finished,5249,0.004866069619820829
SmoothSubspace,dtw,ward,parallel,Initializing,23,0.41672557129614624
SmoothSubspace,dtw,ward,parallel,Approximating,0,0.41672557129614624
SmoothSubspace,dtw,ward,parallel,ComputingFullDistances,184,0.41672557129614624
SmoothSubspace,dtw,ward,parallel,Finalizing,35,0.41672557129614624
SmoothSubspace,dtw,ward,parallel,Finished,243,0.41672557129614624
SemgHandSubjectCh2,lorentzian,average,parallel,Initializing,639,0.00037245677790054147
SemgHandSubjectCh2,lorentzian,average,parallel,Approximating,0,0.00037245677790054147
SemgHandSubjectCh2,lorentzian,average,parallel,ComputingFullDistances,1858,0.00037245677790054147
SemgHandSubjectCh2,lorentzian,average,parallel,Finalizing,97,0.00037245677790054147
SemgHandSubjectCh2,lorentzian,average,parallel,Finished,2596,0.00037245677790054147
SonyAIBORobotSurface1,sbd,single,parallel,Initializing,78,-0.000710500831846395
SonyAIBORobotSurface1,sbd,single,parallel,Approximating,0,-0.000710500831846395
SonyAIBORobotSurface1,sbd,single,parallel,ComputingFullDistances,639,-0.000710500831846395
SonyAIBORobotSurface1,sbd,single,parallel,Finalizing,29,-0.000710500831846395
SonyAIBORobotSurface1,sbd,single,parallel,Finished,748,-0.000710500831846395
Ham,dtw,average,parallel,Initializing,94,0.0007259314485275364
Ham,dtw,average,parallel,Approximating,0,0.0007259314485275364
Ham,dtw,average,parallel,ComputingFullDistances,3533,0.0007259314485275364
Ham,dtw,average,parallel,Finalizing,23,0.0007259314485275364
Ham,dtw,average,parallel,Finished,3653,0.0007259314485275364
UWaveGestureLibraryAll,dtw,weighted,parallel,Initializing,1682,0.19140905845583323
UWaveGestureLibraryAll,dtw,weighted,parallel,Approximating,0,0.19140905845583323
UWaveGestureLibraryAll,dtw,weighted,parallel,ComputingFullDistances,6034233,0.19140905845583323
UWaveGestureLibraryAll,dtw,weighted,parallel,Finalizing,575,0.19140905845583323
UWaveGestureLibraryAll,dtw,weighted,parallel,Finished,6036491,0.19140905845583323
MixedShapesSmallTrain,sbd,complete,parallel,Initializing,1162,0.35339304120527193
MixedShapesSmallTrain,sbd,complete,parallel,Approximating,0,0.35339304120527193
MixedShapesSmallTrain,sbd,complete,parallel,ComputingFullDistances,59540,0.35339304120527193
MixedShapesSmallTrain,sbd,complete,parallel,Finalizing,230,0.35339304120527193
MixedShapesSmallTrain,sbd,complete,parallel,Finished,60934,0.35339304120527193
edeniss20182020_volume_anomalies,kdtw,complete,parallel,Initializing,48,
edeniss20182020_volume_anomalies,kdtw,complete,parallel,Approximating,0,
edeniss20182020_volume_anomalies,kdtw,complete,parallel,ComputingFullDistances,6384,
edeniss20182020_volume_anomalies,kdtw,complete,parallel,Finalizing,26,
edeniss20182020_volume_anomalies,kdtw,complete,parallel,Finished,6461,
UMD,sbd,single,parallel,Initializing,48,0.1391555977165634
UMD,sbd,single,parallel,Approximating,0,0.1391555977165634
UMD,sbd,single,parallel,ComputingFullDistances,336,0.1391555977165634
UMD,sbd,single,parallel,Finalizing,22,0.1391555977165634
UMD,sbd,single,parallel,Finished,409,0.1391555977165634
HouseTwenty,dtw,average,parallel,Initializing,146,0.020142041078599182
HouseTwenty,dtw,average,parallel,Approximating,0,0.020142041078599182
HouseTwenty,dtw,average,parallel,ComputingFullDistances,45491,0.020142041078599182
HouseTwenty,dtw,average,parallel,Finalizing,22,0.020142041078599182
HouseTwenty,dtw,average,parallel,Finished,45660,0.020142041078599182
LargeKitchenAppliances,dtw,weighted,parallel,Initializing,306,0.0009378903721094404
LargeKitchenAppliances,dtw,weighted,parallel,Approximating,0,0.0009378903721094404
LargeKitchenAppliances,dtw,weighted,parallel,ComputingFullDistances,100550,0.0009378903721094404
LargeKitchenAppliances,dtw,weighted,parallel,Finalizing,71,0.0009378903721094404
LargeKitchenAppliances,dtw,weighted,parallel,Finished,100929,0.0009378903721094404
RefrigerationDevices,kdtw,weighted,parallel,Initializing,339,7.139707868714166e-06
RefrigerationDevices,kdtw,weighted,parallel,Approximating,0,7.139707868714166e-06
RefrigerationDevices,kdtw,weighted,parallel,ComputingFullDistances,2347859,7.139707868714166e-06
RefrigerationDevices,kdtw,weighted,parallel,Finalizing,72,7.139707868714166e-06
RefrigerationDevices,kdtw,weighted,parallel,Finished,2348271,7.139707868714166e-06
ECG200,dtw,complete,parallel,Initializing,40,0.1468336376061174
ECG200,dtw,complete,parallel,Approximating,0,0.1468336376061174
ECG200,dtw,complete,parallel,ComputingFullDistances,366,0.1468336376061174
ECG200,dtw,complete,parallel,Finalizing,28,0.1468336376061174
ECG200,dtw,complete,parallel,Finished,436,0.1468336376061174
InlineSkate,kdtw,complete,parallel,Initializing,599,3.0040648879349426e-05
InlineSkate,kdtw,complete,parallel,Approximating,0,3.0040648879349426e-05
InlineSkate,kdtw,complete,parallel,ComputingFullDistances,12140266,3.0040648879349426e-05
InlineSkate,kdtw,complete,parallel,Finalizing,61,3.0040648879349426e-05
InlineSkate,kdtw,complete,parallel,Finished,12140929,3.0040648879349426e-05
FiftyWords,euclidean,complete,parallel,Initializing,188,0.24530389297114003
FiftyWords,euclidean,complete,parallel,Approximating,0,0.24530389297114003
FiftyWords,euclidean,complete,parallel,ComputingFullDistances,165,0.24530389297114003
FiftyWords,euclidean,complete,parallel,Finalizing,83,0.24530389297114003
FiftyWords,euclidean,complete,parallel,Finished,437,0.24530389297114003
Phoneme,kdtw,ward,parallel,Initializing,1028,0.0032682566157513906
Phoneme,kdtw,ward,parallel,Approximating,0,0.0032682566157513906
Phoneme,kdtw,ward,parallel,ComputingFullDistances,37719066,0.0032682566157513906
Phoneme,kdtw,ward,parallel,Finalizing,164,0.0032682566157513906
Phoneme,kdtw,ward,parallel,Finished,37720259,0.0032682566157513906
BirdChicken,sbd,complete,parallel,Initializing,39,0.1093109506148741
BirdChicken,sbd,complete,parallel,Approximating,0,0.1093109506148741
BirdChicken,sbd,complete,parallel,ComputingFullDistances,258,0.1093109506148741
BirdChicken,sbd,complete,parallel,Finalizing,11,0.1093109506148741
BirdChicken,sbd,complete,parallel,Finished,311,0.1093109506148741
MixedShapesSmallTrain,lorentzian,complete,parallel,Initializing,1242,0.24902475404560714
MixedShapesSmallTrain,lorentzian,complete,parallel,Approximating,0,0.24902475404560714
MixedShapesSmallTrain,lorentzian,complete,parallel,ComputingFullDistances,9197,0.24902475404560714
MixedShapesSmallTrain,lorentzian,complete,parallel,Finalizing,226,0.24902475404560714
MixedShapesSmallTrain,lorentzian,complete,parallel,Finished,10666,0.24902475404560714
ChlorineConcentration,dtw,average,parallel,Initializing,343,0.005585653287919612
ChlorineConcentration,dtw,average,parallel,Approximating,0,0.005585653287919612
ChlorineConcentration,dtw,average,parallel,ComputingFullDistances,147272,0.005585653287919612
ChlorineConcentration,dtw,average,parallel,Finalizing,522,0.005585653287919612
ChlorineConcentration,dtw,average,parallel,Finished,148138,0.005585653287919612
WordSynonyms,sbd,weighted,parallel,Initializing,153,0.15859014872530627
WordSynonyms,sbd,weighted,parallel,Approximating,0,0.15859014872530627
WordSynonyms,sbd,weighted,parallel,ComputingFullDistances,2553,0.15859014872530627
WordSynonyms,sbd,weighted,parallel,Finalizing,77,0.15859014872530627
WordSynonyms,sbd,weighted,parallel,Finished,2785,0.15859014872530627
EthanolLevel,lorentzian,ward,parallel,Initializing,865,0.005659425800899989
EthanolLevel,lorentzian,ward,parallel,Approximating,0,0.005659425800899989
EthanolLevel,lorentzian,ward,parallel,ComputingFullDistances,4005,0.005659425800899989
EthanolLevel,lorentzian,ward,parallel,Finalizing,110,0.005659425800899989
EthanolLevel,lorentzian,ward,parallel,Finished,4982,0.005659425800899989
CBF,kdtw,weighted,parallel,Initializing,120,1.0
CBF,kdtw,weighted,parallel,Approximating,0,1.0
CBF,kdtw,weighted,parallel,ComputingFullDistances,85352,1.0
CBF,kdtw,weighted,parallel,Finalizing,76,1.0
CBF,kdtw,weighted,parallel,Finished,85549,1.0
MiddlePhalanxTW,kdtw,ward,parallel,Initializing,76,0.5668999037060514
MiddlePhalanxTW,kdtw,ward,parallel,Approximating,0,0.5668999037060514
MiddlePhalanxTW,kdtw,ward,parallel,ComputingFullDistances,12100,0.5668999037060514
MiddlePhalanxTW,kdtw,ward,parallel,Finalizing,58,0.5668999037060514
MiddlePhalanxTW,kdtw,ward,parallel,Finished,12236,0.5668999037060514
EthanolLevel,sbd,average,parallel,Initializing,791,0.00019506962188626473
EthanolLevel,sbd,average,parallel,Approximating,0,0.00019506962188626473
EthanolLevel,sbd,average,parallel,ComputingFullDistances,17629,0.00019506962188626473
EthanolLevel,sbd,average,parallel,Finalizing,76,0.00019506962188626473
EthanolLevel,sbd,average,parallel,Finished,18496,0.00019506962188626473
OSULeaf,sbd,average,parallel,Initializing,135,0.37917543278062316
OSULeaf,sbd,average,parallel,Approximating,0,0.37917543278062316
OSULeaf,sbd,average,parallel,ComputingFullDistances,1228,0.37917543278062316
OSULeaf,sbd,average,parallel,Finalizing,40,0.37917543278062316
OSULeaf,sbd,average,parallel,Finished,1406,0.37917543278062316
edeniss20182020_ec_anomalies,euclidean,complete,parallel,Initializing,54,
