initializing,approximating,computingfulldistances,finalizing,finished,dataset,distance,linkage,strategy
276,425.0,537,337,1575,InsectEPGRegularTrain,sbd,average,approx_distance_ascending
201,457.0,619,340,1617,MiddlePhalanxOutlineAgeGroup,msm,average,approx_distance_ascending
640,168.0,278,28,1114,EOGVerticalSignal,euclidean,single,fcfs
546,399.0,159239,128,160312,PigCVP,msm,weighted,approx_distance_ascending
1091,5592.0,51749,298,58730,Yoga,sbd,weighted,fcfs
347,278.0,424,507,1556,WordSynonyms,lorentzian,ward,approx_distance_ascending
355,66.0,65,77,563,WormsTwoClass,euclidean,single,approx_distance_ascending
171,173.0,300,476,1120,FaceFour,msm,ward,pre_clustering
211,655.0,1685,301,2852,DistalPhalanxOutlineCorrect,dtw,ward,approx_distance_ascending
165,1061.0,27227,421,28874,GunPointMaleVersusFemale,kdtw,weighted,approx_distance_ascending
356,696.0,18780,282,20114,CricketZ,msm,ward,approx_distance_ascending
289,300.0,332247,826,333662,Rock,kdtw,complete,pre_clustering
238,732.0,3374,311,4655,TwoLeadECG,dtw,complete,approx_distance_ascending
502,534.0,114351,71,115458,LargeKitchenAppliances,msm,weighted,fcfs
233,360.0,88,247,928,ShapeletSim,sbd,single,approx_distance_ascending
206,3009.0,31036,456,34707,MiddlePhalanxOutlineCorrect,kdtw,ward,pre_clustering
871,16951.0,85767,1776,105365,Wafer,sbd,weighted,fcfs
1671,3610.0,72295,206,77782,MixedShapesSmallTrain,sbd,average,fcfs
123,58.0,8,4,193,ShakeGestureWiimoteZ,lorentzian,ward,fcfs
285,812.0,7788,333,9218,SwedishLeaf,dtw,weighted,pre_clustering
369,613.0,18840,288,20110,CricketY,msm,average,approx_distance_ascending
545,725.0,114604,262,116136,LargeKitchenAppliances,dtw,single,approx_distance_ascending
560,2313.0,2344442,324,2347639,RefrigerationDevices,kdtw,single,fcfs
856,254.0,2385,396,3891,SemgHandGenderCh2,lorentzian,weighted,approx_distance_ascending
235,1579.0,1286,393,3493,MoteStrain,sbd,single,approx_distance_ascending
149,655.0,7127,591,8522,edeniss20182020_volume_anomalies,kdtw,ward,pre_clustering
125,341.0,485,115,1066,edeniss20182020_level_anomalies,sbd,average,approx_distance_ascending
184,1458.0,11567,392,13601,MiddlePhalanxTW,kdtw,weighted,approx_distance_ascending
123,424.0,4000,75,4622,edeniss20182020_co2_anomalies,kdtw,single,fcfs
338,697.0,19379,288,20702,CricketZ,dtw,single,pre_clustering
2358,5380.0,7328285,707,7336730,UWaveGestureLibraryAll,dtw,single,pre_clustering
188,2845.0,30324,54,33411,DistalPhalanxOutlineCorrect,kdtw,complete,fcfs
606,2269.0,2205437,307,2208619,ScreenType,kdtw,complete,approx_distance_ascending
1917,3862.0,3158060,794,3164633,NonInvasiveFetalECGThorax2,dtw,complete,pre_clustering
1551,2366.0,2453594,355,2457866,Mallat,msm,average,pre_clustering
191,420.0,190,406,1207,SyntheticControl,dtw,average,approx_distance_ascending
149,261.0,9493,345,10248,FaceFour,kdtw,average,pre_clustering
214,228.0,154,74,670,MiddlePhalanxOutlineCorrect,euclidean,average,pre_clustering
575,294.0,805,24,1698,ScreenType,lorentzian,ward,fcfs
278,399.0,425,233,1335,MedicalImages,euclidean,single,approx_distance_ascending
178,139.0,651,8,976,ProximalPhalanxTW,euclidean,single,pre_clustering
4983,20038.0,36354687,3214,36382922,StarLightCurves,msm,single,pre_clustering
231,218.0,319,265,1033,ProximalPhalanxOutlineCorrect,euclidean,single,approx_distance_ascending
294,428.0,458,362,1542,SwedishLeaf,lorentzian,single,approx_distance_ascending
123,64.0,38,9,234,edeniss20182020_level_anomalies,lorentzian,weighted,pre_clustering
979,33140.0,13373675,660,13408454,Yoga,kdtw,average,pre_clustering
785,2805.0,284462,347,288399,FreezerRegularTrain,msm,ward,fcfs
261,97.0,466,3,827,InsectEPGSmallTrain,lorentzian,single,pre_clustering
203,153.0,1779,34,2169,Car,msm,average,fcfs
595,718.0,113528,232,115073,SmallKitchenAppliances,msm,weighted,pre_clustering
832,3944.0,38368,514,43658,FreezerRegularTrain,sbd,weighted,pre_clustering
594,165.0,250,390,1399,EOGHorizontalSignal,euclidean,single,approx_distance_ascending
194,465.0,135,271,1065,GestureMidAirD1,sbd,ward,approx_distance_ascending
152,100.0,75,145,472,GesturePebbleZ2,lorentzian,ward,approx_distance_ascending
260,249.0,9316,263,10088,Fish,dtw,complete,pre_clustering
505,1395.0,990485,348,992733,Computers,kdtw,ward,pre_clustering
361,3070.0,7391,104,10926,FaceAll,sbd,single,fcfs
376,944.0,1751,347,3418,PhalangesOutlinesCorrect,euclidean,weighted,approx_distance_ascending
538,486.0,2436,13,3473,PigAirwayPressure,sbd,weighted,fcfs
233,241.0,117,48,639,CBF,euclidean,average,fcfs
553,106.0,290,342,1291,Haptics,lorentzian,complete,approx_distance_ascending
354,218.0,21873,191,22636,WormsTwoClass,dtw,weighted,pre_clustering
1122,1219.0,2197,478,5016,UWaveGestureLibraryY,euclidean,single,fcfs
542,67.0,329,9,947,PigAirwayPressure,euclidean,complete,pre_clustering
207,66.0,42,13,328,ToeSegmentation1,euclidean,ward,pre_clustering
180,912.0,21082,480,22654,GestureMidAirD1,kdtw,weighted,pre_clustering
321,252.0,21584,232,22389,Worms,msm,weighted,pre_clustering
158,80.0,27,10,275,ArrowHead,lorentzian,ward,fcfs
239,392.0,783,26,1440,AllGestureWiimoteX,lorentzian,ward,pre_clustering
652,1894.0,1452,1114,5112,ECG5000,euclidean,single,fcfs
153,57.0,32,2,244,Beef,lorentzian,single,fcfs
137,319.0,77,191,724,UMD,sbd,complete,approx_distance_ascending
132,42.0,32,2,208,BeetleFly,lorentzian,single,approx_distance_ascending
233,644.0,9152,29,10058,AllGestureWiimoteY,msm,weighted,fcfs
144,47.0,64,14,269,edeniss20182020_par_anomalies,euclidean,weighted,approx_distance_ascending
342,771.0,20983,327,22423,WordSynonyms,dtw,average,pre_clustering
420,84.0,129,6,639,ACSF1,lorentzian,ward,fcfs
632,2295.0,2170249,309,2173485,SmallKitchenAppliances,kdtw,average,pre_clustering
122,53.0,55,11,241,UMD,euclidean,average,approx_distance_ascending
170,407.0,688,11,1276,DistalPhalanxOutlineAgeGroup,dtw,ward,fcfs
1594,817291.0,15739640,11740,16570265,ElectricDevices,kdtw,weighted,fcfs
151,305.0,424,263,1143,ItalyPowerDemand,euclidean,complete,approx_distance_ascending
148,96.0,407,210,861,OliveOil,msm,weighted,approx_distance_ascending
255,219.0,9097,302,9873,InsectEPGSmallTrain,msm,average,approx_distance_ascending
192,275.0,233,53,753,ProximalPhalanxOutlineCorrect,lorentzian,ward,fcfs
311,162.0,40439,289,41201,HouseTwenty,msm,average,fcfs
131,177.0,357,374,1039,edeniss20182020_level_anomalies,msm,average,approx_distance_ascending
576,596.0,113337,161,114670,SmallKitchenAppliances,msm,single,pre_clustering
131,93.0,99,275,598,Beef,dtw,weighted,approx_distance_ascending
892,3026.0,14417481,273,14421672,SemgHandGenderCh2,kdtw,complete,pre_clustering
279,226.0,9519,31,10055,InsectEPGSmallTrain,msm,single,fcfs
954,230.0,1113,17,2314,SemgHandMovementCh2,euclidean,complete,pre_clustering
163,448.0,120,58,789,ItalyPowerDemand,lorentzian,complete,pre_clustering
222,398.0,1972,26,2618,TwoLeadECG,euclidean,single,pre_clustering
142,460.0,569,17,1188,edeniss20182020_ec_anomalies,sbd,weighted,pre_clustering
375,3099.0,8144,462,12080,FacesUCR,sbd,ward,pre_clustering
377,3706.0,6286,553,10922,PhalangesOutlinesCorrect,sbd,weighted,approx_distance_ascending
191,79.0,41,7,318,ArrowHead,lorentzian,complete,pre_clustering
320,749.0,20868,261,22198,WordSynonyms,dtw,single,approx_distance_ascending
136,32.0,18,4,190,Beef,euclidean,average,approx_distance_ascending
1656,875.0,1735,248,4514,MixedShapesSmallTrain,euclidean,ward,fcfs
959,238.0,336,402,1935,SemgHandSubjectCh2,euclidean,ward,approx_distance_ascending
226,69.0,55,45,395,DiatomSizeReduction,euclidean,average,fcfs
577,80.0,78,23,758,PigCVP,euclidean,weighted,fcfs
110,91.0,67,17,285,Chinatown,lorentzian,complete,pre_clustering
1161,1048.0,1273661,216,1276086,EthanolLevel,msm,ward,approx_distance_ascending
118,449.0,4869,144,5580,edeniss20182020_valve_anomalies,kdtw,ward,fcfs
184,1398.0,12023,276,13881,MiddlePhalanxTW,kdtw,average,pre_clustering
168,523.0,382,7,1080,GestureMidAirD1,sbd,weighted,fcfs
266,1161.0,1220,416,3063,ECGFiveDays,sbd,ward,pre_clustering
121,173.0,61,228,583,ECG200,msm,complete,approx_distance_ascending
252,869.0,70379,272,71772,DiatomSizeReduction,kdtw,single,approx_distance_ascending
165,102.0,76,15,358,PowerCons,lorentzian,ward,fcfs
139,419.0,803,19,1380,edeniss20182020_ph_anomalies,sbd,weighted,pre_clustering
174,158.0,814,22,1168,Lightning7,dtw,ward,fcfs
154,47.0,5,12,218,FaceFour,euclidean,weighted,fcfs
241,54.0,21,10,326,Ham,euclidean,single,fcfs
116,166.0,242,378,902,edeniss20182020_co2_anomalies,msm,complete,pre_clustering
408,1124.0,5349,335,7216,PLAID,sbd,complete,pre_clustering
360,188.0,130,56,734,CricketY,euclidean,complete,fcfs
1021,929.0,753404,204,755558,SemgHandMovementCh2,msm,single,approx_distance_ascending
297,578.0,831376,468,832719,HouseTwenty,kdtw,complete,approx_distance_ascending
1112,3460.0,695376,582,700530,Yoga,dtw,average,pre_clustering
1855,1464.0,17100,511,20930,NonInvasiveFetalECGThorax1,lorentzian,average,fcfs
749,6886.0,177842,1058,186535,ECG5000,msm,ward,approx_distance_ascending
837,749.0,2029,598,4213,FreezerRegularTrain,euclidean,ward,pre_clustering
1768,272164.0,333731,25081,632744,Crop,sbd,ward,fcfs
248,879.0,4619,208,5954,MedicalImages,dtw,weighted,approx_distance_ascending
1705,1782263.0,8246929,25550,10056447,Crop,kdtw,complete,approx_distance_ascending
179,95.0,43,12,329,PowerCons,euclidean,weighted,fcfs
2172,673.0,9054,488,12387,HandOutlines,lorentzian,complete,approx_distance_ascending
165,179.0,5954,171,6469,Beef,kdtw,ward,fcfs
1113,5369.0,698521,1005,706008,UWaveGestureLibraryX,dtw,weighted,approx_distance_ascending
343,2540.0,16784,164,19831,PhalangesOutlinesCorrect,dtw,average,fcfs
528,630.0,114228,267,115653,RefrigerationDevices,msm,single,approx_distance_ascending
182,337.0,820,10,1349,DistalPhalanxTW,dtw,complete,fcfs
599,2313.0,2171571,293,2174776,SmallKitchenAppliances,kdtw,ward,fcfs
225,1074.0,1806,27,3132,AllGestureWiimoteZ,sbd,single,fcfs
163,102.0,55,5,325,GesturePebbleZ1,lorentzian,complete,fcfs
655,4889.0,185929,896,192369,ChlorineConcentration,dtw,weighted,pre_clustering
246,1141.0,1472,34,2893,TwoLeadECG,sbd,average,fcfs
341,3296.0,370177,454,374268,FiftyWords,kdtw,ward,approx_distance_ascending
910,12222.0,435702,1957,450791,Wafer,dtw,weighted,pre_clustering
917,272.0,1979,17,3185,SemgHandSubjectCh2,lorentzian,weighted,fcfs
568,323.0,158294,244,159429,PigCVP,dtw,weighted,pre_clustering
562,2347.0,2288268,238,2291415,RefrigerationDevices,kdtw,average,pre_clustering
173,279.0,1497,616,2565,GestureMidAirD3,msm,ward,approx_distance_ascending
921,718.0,8975,312,10926,InlineSkate,sbd,weighted,pre_clustering
200,40.0,17,8,265,Herring,euclidean,weighted,fcfs
139,152.0,67,294,652,UMD,dtw,ward,approx_distance_ascending
367,87.0,552,2,1008,Worms,lorentzian,single,pre_clustering
176,1520.0,11973,21,13690,MiddlePhalanxOutlineAgeGroup,kdtw,single,fcfs
1974,981.0,5691554,280,5694789,HandOutlines,dtw,complete,pre_clustering
159,79.0,34,4,276,GunPoint,lorentzian,average,pre_clustering
195,3126.0,30978,24,34323,ProximalPhalanxOutlineCorrect,kdtw,single,fcfs
162,1035.0,20796,439,22432,GestureMidAirD3,kdtw,single,approx_distance_ascending
287,83.0,43,35,448,InsectEPGRegularTrain,euclidean,average,fcfs
871,12306.0,429858,1764,444799,Wafer,msm,weighted,approx_distance_ascending
129,28.0,4,8,169,BeetleFly,euclidean,ward,fcfs
278,128.0,16457,167,17030,Rock,dtw,single,fcfs
565,86.0,61,27,739,PigArtPressure,euclidean,single,fcfs
271,137.0,15904,235,16547,Rock,msm,complete,approx_distance_ascending
157,425.0,5483,410,6475,Plane,kdtw,weighted,pre_clustering
214,246.0,2051,14,2525,ToeSegmentation1,msm,single,fcfs
115,119.0,57,310,601,ShakeGestureWiimoteZ,dtw,average,approx_distance_ascending
294,244.0,9538,51,10127,InsectEPGSmallTrain,msm,complete,fcfs
359,801.0,436790,281,438231,WormsTwoClass,kdtw,complete,pre_clustering
1761,131155.0,518860,23908,675684,Crop,msm,average,fcfs
185,161.0,186,54,586,ProximalPhalanxTW,lorentzian,average,approx_distance_ascending
168,765.0,710,11,1654,SonyAIBORobotSurface1,sbd,weighted,pre_clustering
256,255.0,209,111,831,MedicalImages,euclidean,complete,fcfs
132,177.0,687,4,1000,GunPoint,dtw,single,pre_clustering
540,301.0,102917,149,103907,Haptics,msm,average,fcfs
698,25038.0,4429439,373,4455548,FreezerSmallTrain,kdtw,complete,fcfs
208,271.0,200,4,683,Car,sbd,average,fcfs
172,489.0,228,256,1145,GestureMidAirD2,sbd,complete,approx_distance_ascending
1616,19709.0,53199341,471,53221137,MixedShapesSmallTrain,kdtw,complete,fcfs
116,295.0,1803,762,2976,ShakeGestureWiimoteZ,kdtw,ward,pre_clustering
230,90.0,91,168,579,DiatomSizeReduction,lorentzian,ward,approx_distance_ascending
374,774.0,1290,44,2482,FacesUCR,lorentzian,single,fcfs
104,91.0,50,10,255,SmoothSubspace,lorentzian,ward,pre_clustering
145,484.0,713,7,1349,PowerCons,sbd,complete,pre_clustering
160,93.0,34,11,298,GestureMidAirD1,euclidean,average,fcfs
122,447.0,3286,188,4043,BME,kdtw,weighted,pre_clustering
173,878.0,27871,347,29269,GesturePebbleZ1,kdtw,single,approx_distance_ascending
130,37.0,26,6,199,Wine,euclidean,weighted,pre_clustering
227,238.0,165,165,795,AllGestureWiimoteY,euclidean,average,fcfs
1738,268543.0,391162,46389,707832,Crop,sbd,ward,approx_distance_ascending
140,150.0,59,292,641,BME,msm,complete,approx_distance_ascending
172,120.0,137,148,577,MiddlePhalanxOutlineAgeGroup,euclidean,single,approx_distance_ascending
145,164.0,542,34,885,edeniss20182020_volume_anomalies,dtw,average,fcfs
937,222.0,1069,36,2264,SemgHandMovementCh2,euclidean,ward,pre_clustering
1046,3541.0,20480,1658,26725,Wafer,lorentzian,weighted,approx_distance_ascending
1818,4194.0,3131556,758,3138326,NonInvasiveFetalECGThorax2,msm,weighted,approx_distance_ascending
194,151.0,2281,44,2670,Lightning2,dtw,single,fcfs
170,79.0,74,19,342,PowerCons,euclidean,ward,pre_clustering
140,96.0,323,37,596,Beef,msm,complete,fcfs
126,404.0,79,87,696,BME,sbd,weighted,approx_distance_ascending
354,2699.0,17936,547,21536,PhalangesOutlinesCorrect,msm,weighted,pre_clustering
1033,4613.0,75248,435,81329,Yoga,sbd,single,pre_clustering
674,8738.0,39801,1066,50279,ChlorineConcentration,sbd,complete,pre_clustering
173,69.0,39,50,331,Lightning7,lorentzian,weighted,approx_distance_ascending
544,710.0,114462,87,115803,LargeKitchenAppliances,msm,single,fcfs
931,3235.0,14510689,288,14515143,SemgHandSubjectCh2,kdtw,ward,approx_distance_ascending
358,214.0,166,142,880,FiftyWords,euclidean,single,fcfs
925,12596.0,433267,2146,448934,Wafer,msm,weighted,pre_clustering
175,701.0,28284,402,29562,GesturePebbleZ2,kdtw,average,pre_clustering
2446,5708.0,7244260,817,7253231,UWaveGestureLibraryAll,msm,single,pre_clustering
160,160.0,385,8,713,GunPoint,dtw,ward,fcfs
568,96.0,141,404,1209,PigCVP,lorentzian,weighted,approx_distance_ascending
223,703.0,8091,526,9543,AllGestureWiimoteZ,dtw,complete,approx_distance_ascending
2339,5292.0,7356761,856,7365248,UWaveGestureLibraryAll,dtw,average,approx_distance_ascending
1005,1131.0,7560,360,10056,Yoga,lorentzian,average,fcfs
259,250.0,305,21,835,Adiac,lorentzian,average,fcfs
424,2388.0,335198,414,338424,CricketY,kdtw,weighted,pre_clustering
168,121.0,410,14,713,DistalPhalanxOutlineAgeGroup,euclidean,ward,pre_clustering
1531,1926.0,2484950,332,2488739,Mallat,dtw,average,fcfs
406,1084.0,5056,225,6771,Symbols,sbd,single,pre_clustering
521,1344.0,2051253,231,2053349,Haptics,kdtw,weighted,pre_clustering
130,163.0,1247,199,1739,edeniss20182020_par_anomalies,dtw,average,pre_clustering
277,1186.0,1736,44,3243,SwedishLeaf,sbd,single,fcfs
180,272.0,182,70,704,Car,sbd,ward,approx_distance_ascending
176,227.0,1921,15,2339,GestureMidAirD2,dtw,complete,fcfs
190,510.0,120,514,1334,GunPointOldVersusYoung,sbd,complete,approx_distance_ascending
1106,7511.0,69569,1105,79291,UWaveGestureLibraryX,sbd,ward,approx_distance_ascending
139,89.0,42,37,307,GunPoint,lorentzian,average,approx_distance_ascending
922,307.0,2313,434,3976,SemgHandMovementCh2,lorentzian,average,approx_distance_ascending
216,45.0,28,4,293,Car,euclidean,ward,pre_clustering
161,435.0,2358,30,2984,ECG200,kdtw,complete,fcfs
135,227.0,986,556,1904,edeniss20182020_rh_anomalies,msm,average,pre_clustering
369,231.0,147,153,900,FiftyWords,euclidean,average,fcfs
238,193.0,3696,31,4158,ShapeletSim,msm,single,fcfs
394,967.0,1517,150,3028,FacesUCR,lorentzian,complete,fcfs
207,600.0,433,5,1245,GunPointMaleVersusFemale,sbd,single,fcfs
191,148.0,212,510,1061,FaceFour,msm,complete,pre_clustering
255,245.0,4056,312,4868,DiatomSizeReduction,dtw,ward,approx_distance_ascending
355,241.0,21444,250,22290,Worms,msm,ward,approx_distance_ascending
1609,1986.0,19205,869,23669,FordA,lorentzian,weighted,fcfs
135,155.0,536,25,851,edeniss20182020_volume_anomalies,dtw,single,fcfs
121,84.0,220,63,488,BeetleFly,dtw,weighted,fcfs
122,178.0,95,25,420,BeetleFly,sbd,single,fcfs
175,553.0,813,11,1552,SonyAIBORobotSurface1,msm,complete,fcfs
851,4106.0,31639,703,37299,FreezerRegularTrain,sbd,complete,approx_distance_ascending
350,796.0,18896,281,20323,CricketX,dtw,ward,approx_distance_ascending
142,51.0,15,12,220,Beef,lorentzian,complete,fcfs
613,707.0,114276,278,115874,SmallKitchenAppliances,msm,average,approx_distance_ascending
102,159.0,85,89,435,SmoothSubspace,dtw,weighted,approx_distance_ascending
1668,127874.0,282512,11297,423351,ElectricDevices,sbd,weighted,fcfs
138,98.0,32,3,271,edeniss20182020_ph_anomalies,lorentzian,single,fcfs
151,400.0,96,4,651,GunPoint,sbd,weighted,fcfs
547,2255.0,2298926,244,2301972,RefrigerationDevices,kdtw,complete,fcfs
261,128.0,16109,170,16668,Rock,dtw,ward,fcfs
284,257.0,327884,839,329264,Rock,kdtw,ward,fcfs
615,828.0,7404,20,8867,EOGVerticalSignal,sbd,average,fcfs
1090,60094.0,12288993,1718,12351895,UWaveGestureLibraryY,kdtw,ward,pre_clustering
952,2876.0,14470793,215,14474836,SemgHandGenderCh2,kdtw,weighted,fcfs
108,43.0,8,3,162,edeniss20182020_vpd_anomalies,euclidean,single,fcfs
1856,4108.0,3125495,576,3132035,NonInvasiveFetalECGThorax2,msm,weighted,pre_clustering
574,647.0,333440,214,334875,EOGVerticalSignal,msm,ward,pre_clustering
161,130.0,131,77,499,SyntheticControl,euclidean,complete,pre_clustering
162,172.0,1185,8,1527,Trace,dtw,ward,fcfs
357,1012.0,1828,289,3486,CricketX,sbd,complete,approx_distance_ascending
522,848.0,1938,429,3737,InsectWingbeatSound,lorentzian,single,approx_distance_ascending
134,402.0,393,33,962,edeniss20182020_ec_anomalies,sbd,ward,fcfs
429,267.0,236,65,997,Symbols,euclidean,single,fcfs
129,47.0,29,7,212,edeniss20182020_valve_anomalies,euclidean,ward,pre_clustering
131,74.0,55,52,312,Plane,lorentzian,average,approx_distance_ascending
276,405.0,1078,3,1762,InsectEPGSmallTrain,sbd,average,pre_clustering
228,224.0,331,236,1019,MiddlePhalanxOutlineCorrect,euclidean,weighted,approx_distance_ascending
583,224.0,525,490,1822,RefrigerationDevices,lorentzian,average,approx_distance_ascending
233,812.0,4872,294,6211,ECGFiveDays,dtw,average,approx_distance_ascending
426,335.0,822,26,1609,Symbols,lorentzian,ward,fcfs
128,38.0,13,3,182,Beef,euclidean,weighted,approx_distance_ascending
251,240.0,137,120,748,AllGestureWiimoteY,euclidean,complete,fcfs
168,937.0,21506,406,23017,GestureMidAirD3,kdtw,single,pre_clustering
249,812.0,4917,182,6160,ECGFiveDays,dtw,single,approx_distance_ascending
274,826.0,196631,273,198004,Fish,kdtw,ward,pre_clustering
123,373.0,4156,677,5329,edeniss20182020_co2_anomalies,kdtw,weighted,pre_clustering
618,759.0,336859,220,338456,EOGVerticalSignal,dtw,average,fcfs
585,220.0,754,373,1932,SmallKitchenAppliances,lorentzian,average,approx_distance_ascending
203,3369.0,25539,40,29151,SonyAIBORobotSurface2,kdtw,weighted,fcfs
579,79.0,77,233,968,PigCVP,euclidean,complete,approx_distance_ascending
578,1651.0,6384,1232,9845,ChlorineConcentration,lorentzian,ward,pre_clustering
215,221.0,316,224,976,ProximalPhalanxOutlineCorrect,euclidean,average,approx_distance_ascending
567,220.0,922,11,1720,ScreenType,lorentzian,weighted,fcfs
195,472.0,883,295,1845,ProximalPhalanxTW,msm,ward,pre_clustering
259,1003.0,1088,394,2744,ECGFiveDays,sbd,complete,approx_distance_ascending
